Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,31/10/06,São Raimundo,Marília,B,33
2,31/10/06,Coritiba,Náutico,B,33
3,31/10/06,Portuguesa,Atlético-MG,B,33
4,31/10/06,Vila Nova,América-RN,B,33
5,04/11/06,Figueirense,Juventude,A,33
6,04/11/06,Flamengo,Athletico-PR,A,33
7,05/11/06,Cruzeiro,Vasco,A,33
8,05/11/06,Santos,São Paulo,A,33
9,05/11/06,Ponte Preta,São Caetano,A,33
10,05/11/06,Grêmio,Internacional,A,33
11,05/11/06,Fortaleza,Goiás,A,33
12,05/11/06,Corinthians,Santa Cruz,A,33
13,05/11/06,Botafogo,Fluminense,A,33
14,05/11/06,Paraná,Palmeiras,A,33
