Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/08/06,Ceará,Ituano,B,19
2,23/08/06,Athletico-PR,Ponte Preta,A,19
3,23/08/06,Goiás,Internacional,A,19
4,23/08/06,Palmeiras,Fluminense,A,19
5,23/08/06,Botafogo,Cruzeiro,A,19
6,23/08/06,Santa Cruz,Santos,A,19
7,23/08/06,Juventude,Corinthians,A,19
8,23/08/06,São Caetano,Flamengo,A,19
9,24/08/06,Grêmio,Fortaleza,A,19
10,24/08/06,São Paulo,Paraná,A,19
11,24/08/06,Vasco,Figueirense,A,19
12,25/08/06,Remo,CRB,B,19
13,25/08/06,América-RN,Atlético-MG,B,19
14,25/08/06,Paulista,Brasiliense,B,19
