Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/04/06,Gama,Vila Nova,B,1
2,14/04/06,Marília,Atlético-MG,B,1
3,14/04/06,Avaí,Sport,B,1
4,14/04/06,Guarani,CRB,B,1
5,15/04/06,Juventude,Paraná,A,1
6,15/04/06,Vasco,Internacional,A,1
7,16/04/06,São Paulo,Flamengo,A,1
8,16/04/06,Grêmio,Corinthians,A,1
9,16/04/06,Botafogo,Fortaleza,A,1
10,16/04/06,São Caetano,Cruzeiro,A,1
11,16/04/06,Palmeiras,Ponte Preta,A,1
12,16/04/06,Santa Cruz,Figueirense,A,1
13,16/04/06,Athletico-PR,Fluminense,A,1
14,16/04/06,Goiás,Santos,A,1
