Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,18/11/06,América-RN,Santo André,B,37
2,18/11/06,Remo,São Raimundo,B,37
3,18/11/06,Guarani,Sport,B,37
4,18/11/06,Marília,Brasiliense,B,37
5,26/11/06,Botafogo,Corinthians,A,37
6,26/11/06,Juventude,Fortaleza,A,37
7,26/11/06,Grêmio,Flamengo,A,37
8,26/11/06,Athletico-PR,Figueirense,A,37
9,26/11/06,São Caetano,Paraná,A,37
10,26/11/06,Vasco,Santos,A,37
11,26/11/06,Goiás,Ponte Preta,A,37
12,26/11/06,São Paulo,Cruzeiro,A,37
13,26/11/06,Santa Cruz,Fluminense,A,37
14,26/11/06,Palmeiras,Internacional,A,37
