Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,02/10/06,Paulista,Vila Nova,B,28
2,02/10/06,América-RN,São Raimundo,B,28
3,02/10/06,Atlético-MG,Guarani,B,28
4,02/10/06,Ceará,Coritiba,B,28
5,07/10/06,Ponte Preta,Juventude,A,28
6,07/10/06,Vasco,Fortaleza,A,28
7,07/10/06,Fluminense,São Paulo,A,28
8,08/10/06,Palmeiras,Flamengo,A,28
9,08/10/06,Santa Cruz,Paraná,A,28
10,08/10/06,Athletico-PR,Cruzeiro,A,28
11,08/10/06,Internacional,São Caetano,A,28
12,08/10/06,Goiás,Corinthians,A,28
13,08/10/06,Santos,Grêmio,A,28
14,08/10/06,Figueirense,Botafogo,A,28
