Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/09/06,Ponte Preta,Santa Cruz,A,23
2,09/09/06,Vasco,Grêmio,A,23
3,09/09/06,Palmeiras,São Caetano,A,23
4,10/09/06,Juventude,Cruzeiro,A,23
5,10/09/06,São Paulo,Corinthians,A,23
6,10/09/06,Paraná,Fluminense,A,23
7,10/09/06,Figueirense,Goiás,A,23
8,10/09/06,Internacional,Athletico-PR,A,23
9,10/09/06,Botafogo,Flamengo,A,23
10,10/09/06,Fortaleza,Santos,A,23
11,11/09/06,São Raimundo,Paysandu,B,23
12,11/09/06,Náutico,Guarani,B,23
13,12/09/06,Vila Nova,Avaí,B,23
14,12/09/06,Atlético-MG,Paulista,B,23
