Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,15/05/06,Paulista,Marília,B,6
2,15/05/06,Remo,Guarani,B,6
3,19/05/06,São Raimundo,Coritiba,B,6
4,19/05/06,Avaí,Gama,B,6
5,20/05/06,Athletico-PR,Goiás,A,6
6,20/05/06,Fortaleza,Paraná,A,6
7,20/05/06,Internacional,Figueirense,A,6
8,20/05/06,São Paulo,São Caetano,A,6
9,21/05/06,Palmeiras,Santa Cruz,A,6
10,21/05/06,Cruzeiro,Flamengo,A,6
11,21/05/06,Vasco,Corinthians,A,6
12,21/05/06,Ponte Preta,Grêmio,A,6
13,21/05/06,Fluminense,Santos,A,6
14,21/05/06,Juventude,Botafogo,A,6
