Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,01/08/06,Vila Nova,Ceará,B,15
2,03/08/06,Sport,Paulista,B,15
3,03/08/06,Coritiba,América-RN,B,15
4,04/08/06,CRB,Marília,B,15
5,05/08/06,Figueirense,São Caetano,A,15
6,05/08/06,Grêmio,Juventude,A,15
7,05/08/06,Corinthians,Athletico-PR,A,15
8,05/08/06,Flamengo,Goiás,A,15
9,06/08/06,Santos,Internacional,A,15
10,06/08/06,Botafogo,São Paulo,A,15
11,06/08/06,Paraná,Vasco,A,15
12,06/08/06,Ponte Preta,Fluminense,A,15
13,06/08/06,Cruzeiro,Santa Cruz,A,15
14,06/08/06,Fortaleza,Palmeiras,A,15
