Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/08/06,Fluminense,Athletico-PR,A,20
2,26/08/06,Santos,Goiás,A,20
3,26/08/06,Cruzeiro,São Caetano,A,20
4,27/08/06,Flamengo,São Paulo,A,20
5,27/08/06,Corinthians,Grêmio,A,20
6,27/08/06,Internacional,Vasco,A,20
7,27/08/06,Paraná,Juventude,A,20
8,27/08/06,Ponte Preta,Palmeiras,A,20
9,27/08/06,Figueirense,Santa Cruz,A,20
10,27/08/06,Fortaleza,Botafogo,A,20
11,29/08/06,Vila Nova,Gama,B,20
12,01/09/06,Ituano,América-RN,B,20
13,01/09/06,Atlético-MG,Marília,B,20
14,01/09/06,Sport,Avaí,B,20
