Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/11/06,América-RN,Avaí,B,35
2,07/11/06,Brasiliense,Vila Nova,B,35
3,07/11/06,Atlético-MG,São Raimundo,B,35
4,07/11/06,Náutico,Gama,B,35
5,11/11/06,Santos,Paraná,A,35
6,11/11/06,Internacional,Fortaleza,A,35
7,11/11/06,Vasco,Juventude,A,35
8,12/11/06,Fluminense,Cruzeiro,A,35
9,12/11/06,Figueirense,Corinthians,A,35
10,12/11/06,Ponte Preta,Flamengo,A,35
11,12/11/06,Goiás,São Paulo,A,35
12,12/11/06,Athletico-PR,Grêmio,A,35
13,12/11/06,Palmeiras,Botafogo,A,35
14,12/11/06,Santa Cruz,São Caetano,A,35
