Rodada,Data,Time da Casa,Placar,Time Visitante
1,13/05/17,Flamengo,1-1,Atlético-MG
1,13/05/17,Corinthians,1-1,Chapecoense
1,14/05/17,Fluminense,3-2,Santos
1,14/05/17,Cruzeiro,1-0,São Paulo
1,14/05/17,Bahia,6-2,Athletico-PR
1,14/05/17,Ponte Preta,4-0,Sport Recife
1,14/05/17,Avai,0-0,EC Vitória
1,14/05/17,Palmeiras,4-0,Vasco da Gama
1,14/05/17,Grêmio,2-0,Botafogo
1,15/05/17,Coritiba,4-1,Atletico-GO
2,20/05/17,Santos,1-0,Coritiba
2,20/05/17,Atletico-GO,0-3,Flamengo
2,20/05/17,Chapecoense,1-0,Palmeiras
2,21/05/17,Vasco da Gama,2-1,Bahia
2,21/05/17,Athletico-PR,0-2,Grêmio
2,21/05/17,EC Vitória,0-1,Corinthians
2,21/05/17,Atlético-MG,1-2,Fluminense
2,21/05/17,Botafogo,2-0,Ponte Preta
2,21/05/17,Sport Recife,1-1,Cruzeiro
2,22/05/17,São Paulo,2-0,Avai
3,27/05/17,Vasco da Gama,3-2,Fluminense
3,27/05/17,São Paulo,2-0,Palmeiras
3,27/05/17,EC Vitória,0-1,Coritiba
3,28/05/17,Atlético-MG,2-2,Ponte Preta
3,28/05/17,Athletico-PR,1-1,Flamengo
3,28/05/17,Santos,0-1,Cruzeiro
3,28/05/17,Atletico-GO,0-1,Corinthians
3,28/05/17,Sport Recife,4-3,Grêmio
3,28/05/17,Botafogo,1-0,Bahia
3,29/05/17,Chapecoense,2-0,Avai
4,03/06/17,Coritiba,1-0,Athletico-PR
4,03/06/17,Fluminense,2-1,EC Vitória
4,03/06/17,Corinthians,2-0,Santos
4,04/06/17,Flamengo,0-0,Botafogo
4,04/06/17,Avai,1-0,Sport Recife
4,04/06/17,Palmeiras,0-0,Atlético-MG
4,04/06/17,Ponte Preta,1-0,São Paulo
4,04/06/17,Grêmio,2-0,Vasco da Gama
4,04/06/17,Cruzeiro,0-2,Chapecoense
4,05/06/17,Bahia,3-0,Atletico-GO
5,06/06/17,Fluminense,1-1,Athletico-PR
5,07/06/17,Atlético-MG,1-0,Avai
5,07/06/17,Coritiba,1-0,Palmeiras
5,07/06/17,Santos,1-0,Botafogo
5,07/06/17,Vasco da Gama,2-5,Corinthians
5,07/06/17,Sport Recife,2-0,Flamengo
5,08/06/17,Atletico-GO,3-0,Ponte Preta
5,08/06/17,São Paulo,2-0,EC Vitória
5,08/06/17,Chapecoense,3-6,Grêmio
5,08/06/17,Bahia,1-0,Cruzeiro
6,10/06/17,Palmeiras,3-1,Fluminense
6,10/06/17,Vasco da Gama,2-1,Sport Recife
6,11/06/17,Botafogo,2-2,Coritiba
6,11/06/17,Ponte Preta,3-2,Chapecoense
6,11/06/17,Avai,1-1,Flamengo
6,11/06/17,EC Vitória,2-0,Atlético-MG
6,11/06/17,Corinthians,3-2,São Paulo
6,11/06/17,Cruzeiro,2-0,Atletico-GO
6,11/06/17,Athletico-PR,0-2,Santos
6,12/06/17,Grêmio,1-0,Bahia
7,14/06/17,Atlético-MG,0-1,Athletico-PR
7,14/06/17,Atletico-GO,3-1,Avai
7,14/06/17,EC Vitória,2-2,Botafogo
7,14/06/17,Sport Recife,0-0,São Paulo
7,14/06/17,Flamengo,2-0,Ponte Preta
7,14/06/17,Santos,1-0,Palmeiras
7,14/06/17,Chapecoense,2-1,Vasco da Gama
7,14/06/17,Corinthians,1-0,Cruzeiro
7,15/06/17,Coritiba,0-0,Bahia
7,15/06/17,Fluminense,0-2,Grêmio
8,17/06/17,Atletico-GO,0-1,Athletico-PR
8,17/06/17,Vasco da Gama,1-0,Avai
8,17/06/17,Santos,0-0,Ponte Preta
8,18/06/17,Coritiba,0-0,Corinthians
8,18/06/17,Bahia,2-4,Palmeiras
8,18/06/17,Fluminense,2-2,Flamengo
8,18/06/17,Chapecoense,0-2,Botafogo
8,18/06/17,São Paulo,1-2,Atlético-MG
8,18/06/17,Sport Recife,1-3,EC Vitória
8,19/06/17,Cruzeiro,3-3,Grêmio
9,21/06/17,EC Vitória,0-2,Santos
9,21/06/17,Palmeiras,1-0,Atletico-GO
9,21/06/17,Botafogo,3-1,Vasco da Gama
9,21/06/17,Avai,0-3,Fluminense
9,21/06/17,Athletico-PR,1-0,São Paulo
9,21/06/17,Atlético-MG,2-2,Sport Recife
9,22/06/17,Corinthians,3-0,Bahia
9,22/06/17,Ponte Preta,1-0,Cruzeiro
9,22/06/17,Grêmio,2-0,Coritiba
9,22/06/17,Flamengo,5-1,Chapecoense
10,24/06/17,Santos,0-1,Sport Recife
10,25/06/17,Vasco da Gama,1-0,Atletico-GO
10,25/06/17,Grêmio,0-1,Corinthians
10,25/06/17,São Paulo,1-1,Fluminense
10,25/06/17,Athletico-PR,4-1,EC Vitória
10,25/06/17,Cruzeiro,2-0,Coritiba
10,25/06/17,Ponte Preta,1-2,Palmeiras
10,25/06/17,Bahia,0-1,Flamengo
10,25/06/17,Chapecoense,0-1,Atlético-MG
10,26/06/17,Botafogo,0-2,Avai
11,01/07/17,Palmeiras,1-0,Grêmio
11,01/07/17,Atletico-GO,1-1,Santos
11,02/07/17,Sport Recife,1-0,Athletico-PR
11,02/07/17,EC Vitória,0-0,Bahia
11,02/07/17,Atlético-MG,3-1,Cruzeiro
11,02/07/17,Flamengo,2-0,São Paulo
11,02/07/17,Corinthians,1-0,Botafogo
11,02/07/17,Avai,0-0,Ponte Preta
11,02/07/17,Coritiba,2-2,Vasco da Gama
11,03/07/17,Fluminense,3-3,Chapecoense
12,08/07/17,Atletico-GO,1-2,EC Vitória
12,08/07/17,Vasco da Gama,0-1,Flamengo
12,08/07/17,Corinthians,2-0,Ponte Preta
12,09/07/17,Chapecoense,1-1,Athletico-PR
12,09/07/17,Bahia,1-1,Fluminense
12,09/07/17,Grêmio,0-2,Avai
12,09/07/17,Cruzeiro,3-1,Palmeiras
12,09/07/17,Santos,3-2,São Paulo
12,09/07/17,Botafogo,1-1,Atlético-MG
