Rodada,Data,Time da Casa,Placar,Time Visitante
10,17/07/10,Marcílio Dias,0-2,Metropolitano
9,17/07/10,São José-RS,1-0,Operário Ferroviário
8,18/07/10,Madureira,1-0,Tupi
10,18/07/10,Iraty,2-1,Pelotas
4,18/07/10,Santa Cruz,0-1,CSA
4,18/07/10,Confiança,1-0,Potiguar
5,18/07/10,Central,0-1,Fluminense de Feira
5,18/07/10,Treze,1-0,River Plate-SE
7,18/07/10,Camaçari,1-1,Rio Branco-ES
7,18/07/10,Uberaba,4-2,America-RJ
9,18/07/10,Joinville,2-1,Oeste
6,18/07/10,Ceilândia,2-0,Brasília
3,18/07/10,Guarany de Sobral,0-0,Sampaio Corrêa
1,18/07/10,América-AM,3-1,Cristal
2,18/07/10,Náuas,0-2,Vilhena
2,18/07/10,Mixto,1-1,Vila Aurora
3,18/07/10,JV Lideral,0-0,Flamengo-PI
8,18/07/10,CENE,0-1,Botafogo-SP
6,19/07/10,Botafogo-DF,0-0,Araguaína
1,19/07/10,Remo,2-1,Cametá
7,24/07/10,America-RJ,2-1,Camaçari
7,24/07/10,Rio Branco-ES,2-0,Uberaba
8,24/07/10,Botafogo-SP,0-1,Madureira
8,24/07/10,Tupi,1-1,CENE
9,24/07/10,Oeste,1-0,São José-RS
1,25/07/10,Cristal,0-0,Remo
3,25/07/10,Sampaio Corrêa,1-2,JV Lideral
4,25/07/10,CSA,3-1,Confiança
5,25/07/10,River Plate-SE,3-3,Central
5,25/07/10,Fluminense de Feira,3-2,Treze
9,25/07/10,Operário Ferroviário,1-0,Joinville
10,25/07/10,Metropolitano,2-0,Iraty
10,25/07/10,Pelotas,4-0,Marcílio Dias
6,25/07/10,Brasília,2-1,Botafogo-DF
1,25/07/10,Cametá,3-3,América-AM
2,25/07/10,Vila Aurora,2-2,Náuas
2,25/07/10,Vilhena,1-2,Mixto
4,25/07/10,Potiguar,0-1,Santa Cruz
3,25/07/10,Flamengo-PI,2-2,Guarany de Sobral
6,26/07/10,Araguaína,2-1,Ceilândia
7,31/07/10,America-RJ,3-2,Rio Branco-ES
8,31/07/10,Madureira,1-1,CENE
9,31/07/10,São José-RS,1-1,Joinville
6,31/07/10,Brasília,2-2,Araguaína
8,31/07/10,Botafogo-SP,1-1,Tupi
3,31/07/10,Guarany de Sobral,4-0,JV Lideral
9,31/07/10,Oeste,0-0,Operário Ferroviário
10,01/08/10,Iraty,1-0,Marcílio Dias
6,01/08/10,Ceilândia,2-2,Botafogo-DF
1,01/08/10,Cristal,2-1,Cametá
4,01/08/10,Santa Cruz,0-0,Confiança
5,01/08/10,Central,0-1,Treze
5,01/08/10,River Plate-SE,1-1,Fluminense de Feira
7,01/08/10,Camaçari,1-3,Uberaba
10,01/08/10,Metropolitano,1-0,Pelotas
1,01/08/10,América-AM,1-1,Remo
2,01/08/10,Náuas,0-2,Mixto
2,01/08/10,Vila Aurora,2-0,Vilhena
3,01/08/10,Flamengo-PI,0-1,Sampaio Corrêa
4,01/08/10,Potiguar,3-4,CSA
7,07/08/10,Rio Branco-ES,4-1,America-RJ
8,07/08/10,Tupi,1-0,Botafogo-SP
8,07/08/10,CENE,4-2,Madureira
6,07/08/10,Botafogo-DF,1-1,Ceilândia
