Rodada,Data,Time da Casa,Placar,Time Visitante
FP,26/05/21,Santana,1-2,GAS
FP,26/05/21,Tocantinópolis,2-0,Picos
FP,26/05/21,Real Ariquemes,0-2,Brasiliense
FP,26/05/21,Aquidauanense,1-4,Rio Branco-ES
FP,30/05/21,Brasiliense,3-1,Real Ariquemes
FP,30/05/21,Picos,3-1(1-4 Pen.),Tocantinópolis
FP,30/05/21,GAS,3-0,Santana
FP,30/05/21,Rio Branco-ES,2-0,Aquidauanense
2,05/06/21,Guarany de Sobral,1-0,Paragominas
2,05/06/21,Juventude-MA,0-0,4 de Julho
3,05/06/21,América-RN,1-0,Central
7,05/06/21,Bangu,1-2,Santo André
5,05/06/21,Brasiliense,1-1,Goianésia
5,05/06/21,Jaraguá,1-3,Gama
3,05/06/21,Sousa,2-1,Atlético Cearense
4,05/06/21,Bahia de Feira,1-1,Sergipe
8,05/06/21,FC Cascavel,3-3,Joinville
1,05/06/21,Fast Clube,3-3,Ypiranga-AP
6,05/06/21,Boa Esporte,4-0,Águia Negra
6,05/06/21,Ferroviária,0-3,Uberlândia
7,05/06/21,Portuguesa,2-2,Cianorte
1,06/06/21,Castanhal,4-1,Galvez EC
8,06/06/21,Rio Branco-PR,0-0,Esportivo
6,06/06/21,Rio Branco-ES,1-2,Caldense
2,06/06/21,Imperatriz,3-2,Palmas
3,06/06/21,Treze,0-1,ABC
3,06/06/21,Caucaia,3-3,Campinense
4,06/06/21,Itabaiana,1-1,Juazeirense
4,06/06/21,Retrô FC,1-0,Murici
4,06/06/21,ASA,0-0,Atlético-BA
5,06/06/21,União Rondonópolis,1-1,Porto Velho Esporte Clube
5,06/06/21,Aparecidense,3-1,Nova Mutum
6,06/06/21,CA Patrocinense,1-1,Rio Branco de Venda Nova
8,06/06/21,Aimoré,4-1,Marcílio Dias
8,06/06/21,Juventus Jaraguá,1-1,Caxias
2,06/06/21,Tocantinópolis,1-1,Moto Club
7,06/06/21,Inter de Limeira,0-3,Madureira
1,06/06/21,GAS,0-1,Penarol-AM
1,06/06/21,Atlético-AC,2-3,São Raimundo-RR
7,06/06/21,Boavista-RJ,0-0,São Bento
3,12/06/21,Atlético Cearense,2-2,Treze
8,12/06/21,Joinville,1-0,Aimoré
2,12/06/21,Moto Club,0-2,Guarany de Sobral
5,12/06/21,Gama,0-0,Aparecidense
2,12/06/21,Palmas,1-2,Juventude-MA
4,12/06/21,Murici,2-0,Bahia de Feira
4,12/06/21,Atlético-BA,0-0,Itabaiana
7,12/06/21,São Bento,1-1,Bangu
6,12/06/21,Uberlândia,3-2,Rio Branco-ES
1,12/06/21,São Raimundo-RR,1-1,Fast Clube
8,12/06/21,Esportivo,2-1,Juventus Jaraguá
2,12/06/21,4 de Julho,2-0,Imperatriz
3,13/06/21,Central,3-2,Caucaia
3,13/06/21,Campinense,3-0,América-RN
4,13/06/21,Sergipe,1-0,Retrô FC
6,13/06/21,Rio Branco de Venda Nova,2-1,Boa Esporte
7,13/06/21,Santo André,0-1,Boavista-RJ
7,13/06/21,Madureira,1-1,Portuguesa
8,13/06/21,Marcílio Dias,1-1,FC Cascavel
1,13/06/21,Ypiranga-AP,2-1,Atlético-AC
1,13/06/21,Penarol-AM,0-1,Castanhal
3,13/06/21,ABC,4-0,Sousa
4,13/06/21,Juazeirense,2-0,ASA
5,13/06/21,Goianésia,3-3,União Rondonópolis
5,13/06/21,Nova Mutum,2-0,Jaraguá
6,13/06/21,Caldense,0-1,Ferroviária
7,13/06/21,Cianorte,0-0,Inter de Limeira
8,13/06/21,Caxias,5-1,Rio Branco-PR
2,13/06/21,Paragominas,4-1,Tocantinópolis
5,13/06/21,Porto Velho Esporte Clube,1-3,Brasiliense
1,13/06/21,Galvez EC,2-1,GAS
1,19/06/21,Castanhal,1-1,São Raimundo-RR
2,19/06/21,Guarany de Sobral,2-1,Palmas
7,19/06/21,Boavista-RJ,1-1,Madureira
7,19/06/21,Portuguesa,1-0,Santo André
8,19/06/21,Joinville,1-0,Juventus Jaraguá
5,19/06/21,Brasiliense,3-1,Nova Mutum
5,19/06/21,Jaraguá,0-0,Porto Velho Esporte Clube
2,19/06/21,Imperatriz,2-2,Paragominas
4,19/06/21,Bahia de Feira,1-1,Juazeirense
4,19/06/21,Murici,0-1,ASA
5,19/06/21,União Rondonópolis,2-1,Gama
5,19/06/21,Goianésia,0-0,Aparecidense
6,19/06/21,Uberlândia,1-1,CA Patrocinense
8,19/06/21,FC Cascavel,1-0,Caxias
2,19/06/21,4 de Julho,1-1,Tocantinópolis
6,19/06/21,Ferroviária,1-0,Rio Branco de Venda Nova
1,19/06/21,GAS,1-2,Ypiranga-AP
1,19/06/21,Fast Clube,3-2,Penarol-AM
3,20/06/21,Atlético Cearense,4-1,Caucaia
7,20/06/21,Bangu,1-1,Cianorte
8,20/06/21,Rio Branco-PR,0-1,Marcílio Dias
6,20/06/21,Rio Branco-ES,2-0,Águia Negra
2,20/06/21,Juventude-MA,0-3,Moto Club
3,20/06/21,Treze,2-2,Central
3,20/06/21,América-RN,2-3,ABC
4,20/06/21,Retrô FC,3-1,Atlético-BA
4,20/06/21,Itabaiana,2-1,Sergipe
7,20/06/21,São Bento,0-0,Inter de Limeira
8,20/06/21,Aimoré,1-1,Esportivo
6,20/06/21,Boa Esporte,1-1,Caldense
1,20/06/21,Galvez EC,2-1,Atlético-AC
3,23/06/21,Sousa,3-2,Campinense
7,26/06/21,Santo André,1-1,São Bento
8,26/06/21,Marcílio Dias,1-1,Joinville
