Rodada,Data,Time da Casa,Placar,Time Visitante
6,04/04/26,IAPE,2-2,Maracanã
10,04/04/26,Juazeirense,3-1,CSE
3,04/04/26,Aparecidense,0-2,Gama
6,04/04/26,Iguatu,0-0,Sampaio Corrêa
7,04/04/26,Fluminense-PI,1-1,Ferroviário
7,04/04/26,Tirol,1-2,Piauí
8,04/04/26,Maguary-PE,3-0,ABC
8,04/04/26,América-RN,2-0,Sousa
11,04/04/26,ABECAT Ouvidorense,0-1,Uberlândia
12,04/04/26,Vitória-ES,0-1,Tombense
12,04/04/26,Porto-BA,3-2,Rio Branco-ES
13,04/04/26,EC Água Santa,4-0,America-RJ
13,04/04/26,Pouso Alegre,2-0,Madureira
15,04/04/26,Joinville,2-0,São Luiz
2,04/04/26,Guaporé,1-0,Independência-AC
4,04/04/26,União Rondonópolis,0-1,Capital CF
5,04/04/26,Águia,1-1,Trem
9,04/04/26,Treze,3-0,Retrô FC
10,04/04/26,ASA,0-0,Jacuipense
14,04/04/26,Maricá,2-1,Velo Clube
16,04/04/26,São José-RS,0-3,Blumenau
1,04/04/26,Manaus FC,1-0,GAS
1,04/04/26,Monte Roraima,0-1,Nacional-AM
14,04/04/26,XV de Piracicaba,4-1,Nova Iguaçu
3,04/04/26,Inhumas,1-2,Luverdense
13,04/04/26,Portuguesa-RJ,1-1,Portuguesa
14,04/04/26,Sampaio Corrêa-RJ,1-0,Noroeste
2,04/04/26,Galvez EC,1-2,Araguaína
8,05/04/26,Laguna,1-1,Central
16,05/04/26,GE Brasil,2-1,Azuriz Futebol
3,05/04/26,Brasiliense,1-1,Primavera AC
4,05/04/26,Ceilândia,0-0,Mixto
5,05/04/26,Tuna Luso,0-0,Imperatriz
7,05/04/26,Atlético Cearense,0-0,Altos
9,05/04/26,Decisão,1-1,Lagarto-SE
10,05/04/26,CSA,3-0,Atlético-BA
15,05/04/26,FC Cascavel,1-0,Santa Catarina
15,05/04/26,Cianorte,3-1,Guarany de Bagé
