Rodada,Data,Time da Casa,Placar,Time Visitante
14,21/04/18,Madureira,0-0,Linense
10,21/04/18,Iporá,2-0,Corumbaense
7,21/04/18,Sergipe,0-0,ASA
11,21/04/18,Ceilândia,0-0,Sinop
17,21/04/18,São José-RS,1-0,Brusque
10,21/04/18,Dom Bosco,0-1,Brasiliense
12,21/04/18,Espírito Santo FC,1-1,URT
1,21/04/18,Baré,0-1,Manaus FC
16,21/04/18,Ferroviária,1-1,Novo Hamburgo
4,22/04/18,Cordino,1-1,Ferroviário
3,22/04/18,São Raimundo-PA,1-1,Real Ariquemes
4,22/04/18,4 de Julho,1-0,Interporto
5,22/04/18,Sparta-TO,1-1,Altos
6,22/04/18,Guarani de Juazeiro,3-3,Belo Jardim
7,22/04/18,Jacuipense,1-1,Central
8,22/04/18,Flamengo-PE,2-1,Murici
8,22/04/18,Campinense,1-0,Fluminense de Feira
9,22/04/18,Santa Rita,2-4,Itabaiana
12,22/04/18,Itumbiara,2-2,Macaé
13,22/04/18,Uberlândia,1-0,At. Itapemirim
14,22/04/18,Maringá,1-1,Caldense
15,22/04/18,Inter de Lages,0-3,Caxias
15,22/04/18,Mirassol,1-0,Nova Iguaçu
16,22/04/18,Atlético Tubarão,1-0,Cianorte
3,22/04/18,Nacional-AM,3-0,São Raimundo-RR
5,22/04/18,ASSU,0-1,Moto Club
11,22/04/18,Novoperário,0-0,Aparecidense
17,22/04/18,Prudentópolis,2-0,Mogi Mirim
2,22/04/18,Plácido de Castro,2-2,Santos-AP
2,22/04/18,Barcelona-RO,1-1,Independente Tucuruí
13,23/04/18,Americano,2-2,Grêmio Novorizontino
1,23/04/18,Macapá,0-3,Rio Branco-AC
9,23/04/18,Vitória da Conquista,0-0,Treze
6,23/04/18,Imperatriz,0-0,América-RN
11,27/04/18,Aparecidense,3-2,Ceilândia
3,27/04/18,São Raimundo-RR,1-0,São Raimundo-PA
1,27/04/18,Rio Branco-AC,1-1,Baré
12,28/04/18,Macaé,2-1,Espírito Santo FC
15,28/04/18,Nova Iguaçu,0-1,Inter de Lages
4,28/04/18,Ferroviário,1-1,4 de Julho
8,28/04/18,Murici,1-4,Campinense
17,28/04/18,Brusque,2-0,Prudentópolis
10,28/04/18,Corumbaense,2-1,Dom Bosco
14,28/04/18,Linense,1-0,Maringá
13,28/04/18,Grêmio Novorizontino,1-1,Uberlândia
2,29/04/18,Independente Tucuruí,1-0,Plácido de Castro
2,29/04/18,Santos-AP,1-0,Barcelona-RO
4,29/04/18,Interporto,2-1,Cordino
5,29/04/18,Moto Club,1-0,Sparta-TO
5,29/04/18,Altos,1-0,ASSU
6,29/04/18,Belo Jardim,0-0,Imperatriz
7,29/04/18,ASA,1-1,Jacuipense
7,29/04/18,Central,0-1,Sergipe
8,29/04/18,Fluminense de Feira,5-0,Flamengo-PE
9,29/04/18,Treze,4-0,Santa Rita
9,29/04/18,Itabaiana,2-1,Vitória da Conquista
10,29/04/18,Brasiliense,0-1,Iporá
12,29/04/18,URT,2-0,Itumbiara
14,29/04/18,Caldense,2-0,Madureira
15,29/04/18,Caxias,0-0,Mirassol
16,29/04/18,Cianorte,0-0,Ferroviária
16,29/04/18,Novo Hamburgo,0-1,Atlético Tubarão
17,29/04/18,Mogi Mirim,1-2,São José-RS
1,29/04/18,Manaus FC,5-2,Macapá
3,29/04/18,Real Ariquemes,2-1,Nacional-AM
11,29/04/18,Sinop,2-0,Novoperário
13,01/05/18,At. Itapemirim,0-0,Americano
6,01/05/18,América-RN,2-1,Guarani de Juazeiro
11,04/05/18,Aparecidense,0-1,Sinop
10,04/05/18,Brasiliense,4-0,Corumbaense
14,05/05/18,Madureira,1-1,Maringá
17,05/05/18,Mogi Mirim,1-5,Brusque
6,05/05/18,Belo Jardim,0-0,América-RN
8,05/05/18,Murici,1-4,Fluminense de Feira
12,05/05/18,Espírito Santo FC,0-2,Itumbiara
14,05/05/18,Linense,2-0,Caldense
13,05/05/18,Grêmio Novorizontino,2-1,At. Itapemirim
13,06/05/18,Americano,1-2,Uberlândia
2,06/05/18,Independente Tucuruí,2-0,Santos-AP
4,06/05/18,Interporto,2-3,Ferroviário
4,06/05/18,4 de Julho,0-2,Cordino
5,06/05/18,Moto Club,1-0,Altos
6,06/05/18,Guarani de Juazeiro,1-1,Imperatriz
7,06/05/18,ASA,3-3,Central
7,06/05/18,Sergipe,2-1,Jacuipense
8,06/05/18,Flamengo-PE,1-2,Campinense
9,06/05/18,Treze,1-0,Itabaiana
12,06/05/18,URT,1-2,Macaé
15,06/05/18,Caxias,4-1,Nova Iguaçu
16,06/05/18,Cianorte,1-0,Novo Hamburgo
16,06/05/18,Atlético Tubarão,1-0,Ferroviária
17,06/05/18,Prudentópolis,1-2,São José-RS
3,06/05/18,São Raimundo-RR,3-1,Real Ariquemes
3,06/05/18,Nacional-AM,0-1,São Raimundo-PA
5,06/05/18,ASSU,2-1,Sparta-TO
10,06/05/18,Dom Bosco,0-1,Iporá
11,06/05/18,Novoperário,1-0,Ceilândia
1,06/05/18,Rio Branco-AC,3-4,Manaus FC
2,06/05/18,Barcelona-RO,3-1,Plácido de Castro
9,07/05/18,Vitória da Conquista,1-0,Santa Rita
1,07/05/18,Macapá,2-1,Baré
15,07/05/18,Inter de Lages,1-0,Mirassol
13,12/05/18,At. Itapemirim,0-0,Grêmio Novorizontino
15,12/05/18,Nova Iguaçu,0-1,Caxias
11,12/05/18,Ceilândia,2-1,Novoperário
12,12/05/18,Macaé,3-1,URT
4,12/05/18,Ferroviário,1-1,Interporto
1,12/05/18,Baré,2-0,Macapá
2,12/05/18,Plácido de Castro,3-2,Barcelona-RO
10,12/05/18,Corumbaense,0-0,Brasiliense
16,12/05/18,Ferroviária,1-2,Atlético Tubarão
15,13/05/18,Mirassol,2-0,Inter de Lages
7,13/05/18,Jacuipense,2-0,Sergipe
10,13/05/18,Iporá,3-0,Dom Bosco
5,13/05/18,Altos,0-0,Moto Club
2,13/05/18,Santos-AP,1-1,Independente Tucuruí
3,13/05/18,São Raimundo-PA,0-2,Nacional-AM
4,13/05/18,Cordino,0-0,4 de Julho
5,13/05/18,Sparta-TO,0-0,ASSU
6,13/05/18,América-RN,4-2,Belo Jardim
7,13/05/18,Central,0-0,ASA
8,13/05/18,Campinense,3-0,Flamengo-PE
8,13/05/18,Fluminense de Feira,4-0,Murici
9,13/05/18,Santa Rita,3-0,Vitória da Conquista
9,13/05/18,Itabaiana,3-3,Treze
12,13/05/18,Itumbiara,2-1,Espírito Santo FC
13,13/05/18,Uberlândia,2-3,Americano
14,13/05/18,Maringá,2-1,Madureira
14,13/05/18,Caldense,0-0,Linense
17,13/05/18,São José-RS,2-1,Prudentópolis
17,13/05/18,Brusque,2-1,Mogi Mirim
1,13/05/18,Manaus FC,0-1,Rio Branco-AC
3,13/05/18,Real Ariquemes,2-2,São Raimundo-RR
6,13/05/18,Imperatriz,4-0,Guarani de Juazeiro
11,13/05/18,Sinop,0-2,Aparecidense
16,14/05/18,Novo Hamburgo,1-1,Cianorte
13,19/05/18,Americano,2-1,At. Itapemirim
14,19/05/18,Madureira,3-1,Caldense
6,19/05/18,Imperatriz,4-0,Belo Jardim
7,19/05/18,Sergipe,1-0,Central
11,19/05/18,Ceilândia,4-4,Aparecidense
12,19/05/18,Espírito Santo FC,1-1,Macaé
17,19/05/18,São José-RS,2-1,Mogi Mirim
3,19/05/18,Nacional-AM,2-0,Real Ariquemes
1,19/05/18,Baré,1-1,Rio Branco-AC
16,19/05/18,Ferroviária,0-0,Cianorte
7,20/05/18,Jacuipense,3-1,ASA
10,20/05/18,Iporá,2-2,Brasiliense
4,20/05/18,Cordino,2-1,Interporto
4,20/05/18,4 de Julho,0-1,Ferroviário
5,20/05/18,Sparta-TO,3-2,Moto Club
8,20/05/18,Campinense,1-0,Murici
8,20/05/18,Flamengo-PE,0-4,Fluminense de Feira
9,20/05/18,Santa Rita,0-5,Treze
13,20/05/18,Uberlândia,3-1,Grêmio Novorizontino
14,20/05/18,Maringá,2-1,Linense
15,20/05/18,Mirassol,0-2,Caxias
17,20/05/18,Prudentópolis,1-0,Brusque
3,20/05/18,São Raimundo-PA,4-3,São Raimundo-RR
5,20/05/18,ASSU,0-2,Altos
10,20/05/18,Dom Bosco,1-1,Corumbaense
11,20/05/18,Novoperário,2-1,Sinop
12,20/05/18,Itumbiara,0-1,URT
2,20/05/18,Plácido de Castro,1-3,Independente Tucuruí
2,20/05/18,Barcelona-RO,2-1,Santos-AP
15,20/05/18,Inter de Lages,4-3,Nova Iguaçu
16,20/05/18,Atlético Tubarão,1-2,Novo Hamburgo
1,21/05/18,Macapá,2-1,Manaus FC
9,21/05/18,Vitória da Conquista,1-0,Itabaiana
6,21/05/18,Guarani de Juazeiro,2-3,América-RN
1,27/05/18,Rio Branco-AC,4-1,Macapá
1,27/05/18,Manaus FC,3-0,Baré
2,27/05/18,Independente Tucuruí,0-0,Barcelona-RO
2,27/05/18,Santos-AP,8-1,Plácido de Castro
3,27/05/18,São Raimundo-RR,1-1,Nacional-AM
3,27/05/18,Real Ariquemes,1-1,São Raimundo-PA
4,27/05/18,Interporto,1-1,4 de Julho
4,27/05/18,Ferroviário,0-0,Cordino
5,27/05/18,Moto Club,1-0,ASSU
5,27/05/18,Altos,3-1,Sparta-TO
6,27/05/18,Belo Jardim,1-1,Guarani de Juazeiro
6,27/05/18,América-RN,2-1,Imperatriz
7,27/05/18,ASA,2-4,Sergipe
7,27/05/18,Central,3-0,Jacuipense
8,27/05/18,Murici,1-1,Flamengo-PE
8,27/05/18,Fluminense de Feira,1-1,Campinense
9,27/05/18,Treze,1-1,Vitória da Conquista
9,27/05/18,Itabaiana,2-1,Santa Rita
10,27/05/18,Brasiliense,2-0,Dom Bosco
10,27/05/18,Corumbaense,2-1,Iporá
11,27/05/18,Aparecidense,2-3,Novoperário
11,27/05/18,Sinop,2-1,Ceilândia
12,27/05/18,URT,4-2,Espírito Santo FC
12,27/05/18,Macaé,0-2,Itumbiara
13,27/05/18,Grêmio Novorizontino,4-2,Americano
13,27/05/18,At. Itapemirim,1-1,Uberlândia
14,27/05/18,Linense,1-1,Madureira
14,27/05/18,Caldense,1-1,Maringá
15,27/05/18,Caxias,3-1,Inter de Lages
15,27/05/18,Nova Iguaçu,2-0,Mirassol
16,27/05/18,Cianorte,0-3,Atlético Tubarão
16,27/05/18,Novo Hamburgo,3-1,Ferroviária
17,27/05/18,Mogi Mirim,2-1,Prudentópolis
17,27/05/18,Brusque,0-1,São José-RS
2F,02/06/18,Brasiliense,2-1,Sergipe
2F,02/06/18,Grêmio Novorizontino,2-1,Macaé
2F,03/06/18,Cordino,3-3,Ferroviário
2F,03/06/18,Altos,3-0,Nacional-AM
2F,03/06/18,URT,1-1,Treze
2F,03/06/18,Fluminense de Feira,0-2,Moto Club
2F,03/06/18,Imperatriz,1-0,América-RN
2F,03/06/18,Maringá,1-1,Caxias
2F,03/06/18,Brusque,1-0,Atlético Tubarão
2F,03/06/18,Itabaiana,0-1,Campinense
2F,03/06/18,Novoperário,2-2,Iporá
2F,03/06/18,Santos-AP,1-1,Manaus FC
2F,03/06/18,Rio Branco-AC,3-0,Independente Tucuruí
2F,04/06/18,Linense,2-1,Sinop
2F,04/06/18,Inter de Lages,1-0,Uberlândia
2F,04/06/18,Novo Hamburgo,2-1,São José-RS
2F,09/06/18,Macaé,0-1,Grêmio Novorizontino
2F,09/06/18,Sergipe,0-0,Brasiliense
2F,09/06/18,Ferroviário,1-0,Cordino
2F,09/06/18,Treze,1-1(3-2 Pen.),URT
2F,09/06/18,Uberlândia,3-0,Inter de Lages
2F,09/06/18,São José-RS,1-0(3-2 Pen.),Novo Hamburgo
2F,09/06/18,Manaus FC,1-0,Santos-AP
2F,10/06/18,Moto Club,3-1,Fluminense de Feira
2F,10/06/18,Iporá,3-2,Novoperário
2F,10/06/18,América-RN,2-1(4-5 Pen.),Imperatriz
2F,10/06/18,Campinense,0-1(6-5 Pen.),Itabaiana
2F,10/06/18,Caxias,3-0,Maringá
2F,10/06/18,Independente Tucuruí,3-1,Rio Branco-AC
2F,10/06/18,Nacional-AM,4-2,Altos
2F,10/06/18,Sinop,1-0(2-4 Pen.),Linense
2F,10/06/18,Atlético Tubarão,2-1(4-3 Pen.),Brusque
1/8,16/06/18,Brasiliense,1-0,Campinense
1/8,16/06/18,Uberlândia,1-1,Caxias
1/8,16/06/18,Atlético Tubarão,1-1,São José-RS
1/8,16/06/18,Rio Branco-AC,1-2,Manaus FC
1/8,16/06/18,Imperatriz,2-1,Moto Club
1/8,18/06/18,Linense,3-2,Grêmio Novorizontino
1/8,18/06/18,Treze,2-0,Iporá
1/8,18/06/18,Ferroviário,1-1,Altos
1/8,23/06/18,São José-RS,2-0,Atlético Tubarão
1/8,23/06/18,Altos,2-4,Ferroviário
1/8,23/06/18,Manaus FC,0-1(3-2 Pen.),Rio Branco-AC
1/8,23/06/18,Grêmio Novorizontino,2-2,Linense
1/8,24/06/18,Iporá,2-1,Treze
1/8,24/06/18,Caxias,2-1,Uberlândia
1/8,24/06/18,Moto Club,2-4,Imperatriz
1/8,25/06/18,Campinense,1-0(5-4 Pen.),Brasiliense
QF,01/07/18,Treze,1-0,Caxias
QF,01/07/18,Imperatriz,1-0,Manaus FC
QF,01/07/18,Linense,1-0,São José-RS
QF,01/07/18,Ferroviário,3-2,Campinense
QF,08/07/18,São José-RS,2-0,Linense
QF,08/07/18,Caxias,1-3,Treze
QF,08/07/18,Manaus FC,2-1(2-3 Pen.),Imperatriz
QF,09/07/18,Campinense,1-0(4-5 Pen.),Ferroviário
SF,15/07/18,Imperatriz,1-0,Treze
SF,16/07/18,Ferroviário,3-1,São José-RS
SF,22/07/18,São José-RS,2-1,Ferroviário
SF,23/07/18,Treze,1-0(2-1 Pen.),Imperatriz
F,30/07/18,Ferroviário,3-0,Treze
F,04/08/18,Treze,1-0,Ferroviário
