Rodada,Data,Time da Casa,Placar,Time Visitante
6,06/05/23,Nova Iguaçu,1-2,Athletic-MG
6,06/05/23,Vitória-ES,1-1,Resende
5,06/05/23,Ceilândia,4-0,Iporá
8,06/05/23,São Joseense,2-1,Caxias
1,06/05/23,Trem,1-0,Tuna Luso
4,06/05/23,Falcon FC,1-1,Retrô FC
5,06/05/23,Interporto,0-2,União Rondonópolis
7,06/05/23,FC Cascavel,0-2,CRAC
5,06/05/23,CEOV Operário,0-2,Brasiliense
4,06/05/23,Bahia de Feira,3-1,Sergipe
5,06/05/23,Anápolis,1-0,Real Ariquemes
7,06/05/23,XV de Piracicaba,1-1,Maringá
7,06/05/23,Ferroviária,0-0,Operário-MS
6,06/05/23,Portuguesa-RJ,5-2,Real Noroeste
7,06/05/23,CA Patrocinense,1-1,Inter de Limeira
3,06/05/23,Pacajus,2-2,Campinense
2,07/05/23,Caucaia,2-2,Cordino
8,07/05/23,Concórdia,2-1,GE Brasil
1,07/05/23,Águia,3-0,Princesa
1,07/05/23,Nacional-AM,3-1,SC Humaitá
3,07/05/23,Nacional-PB,2-0,Potiguar
3,07/05/23,Globo FC,2-5,Sousa
4,07/05/23,Jacuipense,1-2,ASA
4,07/05/23,Cruzeiro-AL,1-0,Atlético-BA
8,07/05/23,Aimoré,0-0,Hercílio Luz
2,07/05/23,Maranhão,1-1,Atlético Cearense
2,07/05/23,Ferroviário,2-0,Fluminense-PI
2,07/05/23,Parnahyba,1-0,Tocantinópolis
8,07/05/23,Novo Hamburgo,0-3,Camboriú
1,07/05/23,São Francisco FC,1-0,São Raimundo-RR
3,08/05/23,Santa Cruz,1-0,Iguatu
6,08/05/23,Democrata-GV,1-1,Santo André
6,13/05/23,Santo André,1-0,Vitória-ES
6,13/05/23,Resende,0-1,Democrata-GV
8,13/05/23,Hercílio Luz,1-0,Novo Hamburgo
2,13/05/23,Atlético Cearense,1-1,Parnahyba
6,13/05/23,Real Noroeste,2-0,Nova Iguaçu
3,13/05/23,Iguatu,1-0,Nacional-PB
5,13/05/23,União Rondonópolis,0-0,Ceilândia
7,13/05/23,Inter de Limeira,1-1,FC Cascavel
1,13/05/23,São Raimundo-RR,3-1,Águia
2,13/05/23,Cordino,0-1,Ferroviário
4,13/05/23,ASA,1-0,Bahia de Feira
4,13/05/23,Retrô FC,1-1,Cruzeiro-AL
4,13/05/23,Atlético-BA,1-2,Falcon FC
5,13/05/23,Brasiliense,2-2,Anápolis
6,13/05/23,Athletic-MG,1-2,Portuguesa-RJ
8,13/05/23,Camboriú,1-0,Aimoré
1,13/05/23,SC Humaitá,3-0,Trem
7,13/05/23,CRAC,1-2,CA Patrocinense
7,13/05/23,Maringá,0-0,Ferroviária
1,14/05/23,Tuna Luso,2-1,Nacional-AM
8,14/05/23,Caxias,2-0,Concórdia
2,14/05/23,Fluminense-PI,2-2,Caucaia
5,14/05/23,Iporá,8-1,Interporto
2,14/05/23,Tocantinópolis,0-0,Maranhão
3,14/05/23,Sousa,2-1,Pacajus
5,14/05/23,Real Ariquemes,0-2,CEOV Operário
8,14/05/23,GE Brasil,2-2,São Joseense
3,14/05/23,Potiguar,2-1,Santa Cruz
3,14/05/23,Campinense,4-0,Globo FC
4,14/05/23,Sergipe,1-2,Jacuipense
1,14/05/23,Princesa,4-0,São Francisco FC
7,14/05/23,Operário-MS,0-0,XV de Piracicaba
6,20/05/23,Nova Iguaçu,0-1,Santo André
5,20/05/23,Ceilândia,3-0,Real Ariquemes
6,20/05/23,Real Noroeste,0-2,Vitória-ES
8,20/05/23,São Joseense,0-0,Hercílio Luz
1,20/05/23,Nacional-AM,1-0,Princesa
3,20/05/23,Iguatu,1-2,Pacajus
4,20/05/23,Falcon FC,0-1,Sergipe
5,20/05/23,Interporto,1-0,Brasiliense
