Rodada,Data,Time da Casa,Placar,Time Visitante
1F,25/07/98,Vasco,0-1,Corinthians
1F,26/07/98,Internacional,1-0,Grêmio
1F,26/07/98,Portuguesa,2-1,América Mineiro
1F,26/07/98,Guarani,2-0,Ponte Preta
1F,26/07/98,Juventude,3-0,Paraná
1F,26/07/98,Atlético Paranaense,2-2,Coritiba
1F,26/07/98,Santos,2-0,Bragantino
1F,26/07/98,Flamengo,1-1,Botafogo
1F,26/07/98,Palmeiras,2-1,São Paulo
1F,26/07/98,Atlético Mineiro,1-1,Cruzeiro
1F,26/07/98,Vitória,1-2,Goiás
1F,26/07/98,América-RN,0-4,Sport
1F,29/07/98,Santos,1-1,Atlético Paranaense
1F,29/07/98,Atlético Mineiro,1-1,Guarani
1F,01/08/98,Coritiba,1-3,Flamengo
1F,01/08/98,Goiás,1-1,Palmeiras
1F,02/08/98,Ponte Preta,0-0,Internacional
1F,02/08/98,Corinthians,4-0,Juventude
1F,02/08/98,São Paulo,2-1,Guarani
1F,02/08/98,Paraná,0-1,Portuguesa
1F,02/08/98,Bragantino,0-0,Vasco
1F,02/08/98,Grêmio,2-3,Atlético Mineiro
1F,02/08/98,Cruzeiro,1-2,Santos
1F,02/08/98,Botafogo,1-2,Vitória
1F,02/08/98,Sport,2-0,Atlético Paranaense
1F,02/08/98,América Mineiro,2-2,América-RN
1F,05/08/98,Atlético Paranaense,0-1,Palmeiras
1F,05/08/98,Corinthians,2-1,Grêmio
1F,05/08/98,Cruzeiro,4-2,Ponte Preta
1F,05/08/98,Guarani,2-3,Botafogo
1F,05/08/98,Internacional,0-3,São Paulo
1F,05/08/98,Paraná,3-2,América-RN
1F,05/08/98,Portuguesa,1-1,Coritiba
1F,05/08/98,Sport,2-1,Vitória
1F,05/08/98,Vasco,5-1,América Mineiro
1F,08/08/98,Coritiba,2-2,Ponte Preta
1F,08/08/98,Atlético Mineiro,1-5,Corinthians
1F,08/08/98,Juventude,0-0,Botafogo
1F,09/08/98,Flamengo,0-1,Bragantino
1F,09/08/98,São Paulo,0-2,Cruzeiro
1F,09/08/98,América-RN,2-2,Portuguesa
1F,09/08/98,Vitória,1-3,Santos
1F,09/08/98,Guarani,1-2,América Mineiro
1F,09/08/98,Internacional,2-1,Paraná
1F,09/08/98,Atlético Paranaense,0-0,Grêmio
1F,09/08/98,Goiás,2-0,Sport
1F,12/08/98,Ponte Preta,0-1,Flamengo
1F,12/08/98,Coritiba,0-0,Corinthians
1F,12/08/98,Botafogo,3-0,São Paulo
1F,12/08/98,Grêmio,0-0,Juventude
1F,12/08/98,América Mineiro,2-0,Paraná
1F,12/08/98,Vitória,3-3,Guarani
1F,12/08/98,Palmeiras,1-2,Sport
1F,12/08/98,Goiás,0-0,Cruzeiro
1F,12/08/98,América-RN,0-0,Internacional
1F,15/08/98,Corinthians,1-0,Botafogo
1F,15/08/98,Santos,1-0,Palmeiras
1F,16/08/98,Grêmio,2-2,Flamengo
1F,16/08/98,Vasco,2-1,Guarani
1F,16/08/98,Sport,1-0,São Paulo
1F,16/08/98,Portuguesa,0-1,Vitória
1F,16/08/98,Bragantino,1-2,Coritiba
1F,16/08/98,Paraná,1-0,Goiás
1F,16/08/98,Cruzeiro,0-2,América-RN
1F,16/08/98,Juventude,0-0,Atlético Mineiro
1F,16/08/98,América Mineiro,0-1,Internacional
1F,19/08/98,Ponte Preta,2-0,Atlético Paranaense
1F,19/08/98,Santos,4-4,Atlético Mineiro
1F,19/08/98,Guarani,2-1,América-RN
1F,19/08/98,Paraná,2-2,Bragantino
1F,22/08/98,Internacional,1-1,Corinthians
1F,22/08/98,Atlético Paranaense,2-2,Portuguesa
1F,22/08/98,Vitória,2-1,América Mineiro
1F,23/08/98,Atlético Mineiro,0-2,Bragantino
1F,23/08/98,Coritiba,0-0,Sport
1F,23/08/98,Botafogo,1-1,Cruzeiro
1F,23/08/98,São Paulo,1-3,Santos
1F,23/08/98,Goiás,0-0,Grêmio
1F,23/08/98,Flamengo,1-3,Juventude
1F,23/08/98,América-RN,1-2,Palmeiras
1F,25/08/98,Corinthians,3-1,América Mineiro
1F,26/08/98,Bragantino,2-2,Botafogo
1F,26/08/98,Cruzeiro,2-2,Portuguesa
1F,26/08/98,Palmeiras,2-1,Atlético Mineiro
1F,26/08/98,Internacional,6-1,Goiás
1F,26/08/98,Flamengo,0-0,Atlético Paranaense
1F,26/08/98,São Paulo,6-1,América-RN
1F,26/08/98,Paraná,1-0,Ponte Preta
1F,26/08/98,Juventude,2-0,Vitória
1F,29/08/98,América Mineiro,0-0,Botafogo
1F,29/08/98,Grêmio,1-1,Palmeiras
1F,29/08/98,Coritiba,2-0,Goiás
1F,29/08/98,Corinthians,3-2,Guarani
1F,30/08/98,Vasco,1-1,Flamengo
1F,30/08/98,Santos,2-0,Internacional
1F,30/08/98,Portuguesa,1-0,Atlético Mineiro
1F,30/08/98,Bragantino,1-1,América-RN
1F,30/08/98,Atlético Paranaense,0-0,Juventude
1F,30/08/98,Ponte Preta,1-1,São Paulo
1F,30/08/98,Sport,4-1,Paraná
1F,30/08/98,Cruzeiro,0-2,Vitória
1F,02/09/98,Vasco,1-2,Portuguesa
1F,02/09/98,América Mineiro,2-1,Ponte Preta
1F,02/09/98,Guarani,1-1,Santos
1F,02/09/98,Internacional,2-1,Bragantino
1F,02/09/98,Vitória,1-0,Paraná
1F,05/09/98,Palmeiras,2-1,Flamengo
1F,05/09/98,Bragantino,1-0,Corinthians
1F,05/09/98,Grêmio,2-1,Vitória
