Rodada,Data,Time da Casa,Placar,Time Visitante
1F,02/09/88,Bahia,1-1(6-5 Pen.),Bangu
1F,02/09/88,Vitória,0-0(5-3 Pen.),America-RJ
1F,02/09/88,São Paulo,1-0,Santos
1F,04/09/88,Santa Cruz,0-1,Sport
1F,04/09/88,Goiás,0-1,Guarani
1F,04/09/88,Palmeiras,1-1(4-3 Pen.),Santos
1F,04/09/88,Cruzeiro,0-0(4-5 Pen.),Atlético Mineiro
1F,04/09/88,Botafogo,1-1(4-5 Pen.),Fluminense
1F,04/09/88,Vasco,1-0,Flamengo
1F,04/09/88,Corinthians,0-1,São Paulo
1F,04/09/88,Grêmio,1-0,Internacional
1F,04/09/88,Coritiba,1-0,Atlético Paranaense
1F,04/09/88,Criciúma,1-1(4-5 Pen.),Portuguesa
1F,07/09/88,Goiás,0-2,Vasco
1F,07/09/88,Sport,0-0(5-4 Pen.),Cruzeiro
1F,07/09/88,Grêmio,3-0,São Paulo
1F,07/09/88,Corinthians,0-0(3-2 Pen.),Fluminense
1F,07/09/88,Portuguesa,3-1,Coritiba
1F,07/09/88,Palmeiras,2-1,Santa Cruz
1F,07/09/88,America-RJ,1-2,Flamengo
1F,07/09/88,Bahia,1-0,Vitória
1F,07/09/88,Atlético Mineiro,1-0,Botafogo
1F,07/09/88,Criciúma,1-3,Internacional
1F,07/09/88,Atlético Paranaense,1-1(1-4 Pen.),Santos
1F,11/09/88,Flamengo,1-0,Corinthians
1F,11/09/88,Guarani,1-0,Atlético Mineiro
1F,11/09/88,Fluminense,3-0,Bahia
1F,11/09/88,Internacional,0-0(5-3 Pen.),Santos
1F,11/09/88,Cruzeiro,0-0(9-10 Pen.),Atlético Paranaense
1F,11/09/88,Vitória,2-0,Santa Cruz
1F,11/09/88,Vasco,4-2,Portuguesa
1F,11/09/88,Sport,0-0(3-2 Pen.),Grêmio
1F,11/09/88,São Paulo,1-0,Botafogo
1F,11/09/88,Palmeiras,1-0,Criciúma
1F,11/09/88,Bangu,2-0,America-RJ
1F,11/09/88,Coritiba,0-0(5-4 Pen.),Goiás
1F,17/09/88,Corinthians,2-1,Vitória
1F,17/09/88,Santos,2-0,Bangu
1F,17/09/88,Fluminense,2-0,Criciúma
1F,17/09/88,America-RJ,0-1,Portuguesa
1F,18/09/88,Bahia,1-0,Flamengo
1F,18/09/88,Santa Cruz,3-0,Goiás
1F,18/09/88,São Paulo,0-0(4-5 Pen.),Coritiba
1F,18/09/88,Atlético Paranaense,0-1,Vasco
1F,18/09/88,Internacional,2-2(4-3 Pen.),Cruzeiro
1F,18/09/88,Botafogo,1-1(4-2 Pen.),Palmeiras
1F,18/09/88,Guarani,0-0(5-4 Pen.),Sport
1F,18/09/88,Atlético Mineiro,1-0,Grêmio
1F,24/09/88,Botafogo,0-0(4-3 Pen.),Internacional
1F,24/09/88,São Paulo,1-0,America-RJ
1F,25/09/88,Palmeiras,2-3,Vasco
1F,25/09/88,Grêmio,1-2,Fluminense
1F,25/09/88,Flamengo,2-2(4-5 Pen.),Santa Cruz
1F,25/09/88,Portuguesa,1-0,Santos
1F,25/09/88,Cruzeiro,1-0,Bangu
1F,25/09/88,Criciúma,0-1,Atlético Paranaense
1F,25/09/88,Goiás,2-2(4-2 Pen.),Bahia
1F,25/09/88,Sport,2-0,Corinthians
1F,25/09/88,Vitória,1-1(4-2 Pen.),Guarani
1F,25/09/88,Coritiba,1-2,Atlético Mineiro
1F,01/10/88,Guarani,3-1,Palmeiras
1F,01/10/88,Fluminense,2-1,Santa Cruz
1F,01/10/88,Portuguesa,5-2,Cruzeiro
1F,02/10/88,Flamengo,2-2(5-4 Pen.),Botafogo
1F,02/10/88,Atlético Mineiro,1-1(4-1 Pen.),Bahia
1F,02/10/88,Bangu,0-2,Grêmio
1F,02/10/88,Internacional,2-1,Coritiba
1F,02/10/88,Vitória,1-0,Vasco
1F,02/10/88,Criciúma,1-1(2-4 Pen.),Goiás
1F,02/10/88,America-RJ,1-1(4-5 Pen.),Sport
1F,02/10/88,Atlético Paranaense,0-0(6-5 Pen.),Corinthians
1F,08/10/88,Fluminense,1-0,Cruzeiro
1F,08/10/88,Santos,1-1(2-4 Pen.),Vitória
1F,08/10/88,America-RJ,0-0(6-7 Pen.),Goiás
1F,08/10/88,Atlético Paranaense,1-1(3-4 Pen.),Guarani
1F,09/10/88,Flamengo,0-0(4-2 Pen.),Grêmio
1F,09/10/88,Santa Cruz,1-0,São Paulo
1F,09/10/88,Vasco,1-2,Internacional
1F,09/10/88,Botafogo,0-1,Portuguesa
1F,09/10/88,Bangu,0-0(3-0 Pen.),Coritiba
1F,09/10/88,Atlético Mineiro,0-1,Criciúma
1F,09/10/88,Bahia,1-1(5-4 Pen.),Sport
1F,09/10/88,Palmeiras,2-0,Corinthians
1F,15/10/88,Goiás,2-1,Botafogo
1F,15/10/88,Guarani,1-0,São Paulo
1F,15/10/88,Grêmio,2-0,Palmeiras
1F,16/10/88,Corinthians,0-1,Atlético Mineiro
1F,16/10/88,Flamengo,1-0,Santos
1F,16/10/88,Bahia,2-0,Atlético Paranaense
1F,16/10/88,Coritiba,0-1,Fluminense
1F,16/10/88,Cruzeiro,5-1,Vitória
1F,16/10/88,Vasco,1-1(5-4 Pen.),Bangu
1F,16/10/88,Santa Cruz,1-0,Portuguesa
1F,16/10/88,Internacional,2-0,America-RJ
1F,16/10/88,Sport,2-1,Criciúma
1F,19/10/88,Santa Cruz,1-1(4-2 Pen.),Atlético Paranaense
1F,22/10/88,Sport,1-0,Botafogo
1F,22/10/88,São Paulo,0-2,Bahia
1F,23/10/88,Santos,0-1,Goiás
1F,23/10/88,Palmeiras,2-0,Cruzeiro
1F,23/10/88,Corinthians,1-1(5-4 Pen.),Portuguesa
1F,23/10/88,Criciúma,0-0(3-4 Pen.),Bangu
1F,23/10/88,Guarani,1-5,Flamengo
1F,23/10/88,Internacional,2-0,Santa Cruz
1F,23/10/88,Fluminense,0-0(8-9 Pen.),Vasco
1F,23/10/88,Atlético Mineiro,2-1,America-RJ
1F,23/10/88,Atlético Paranaense,1-2,Grêmio
1F,23/10/88,Vitória,1-0,Coritiba
