Rodada,Data,Time da Casa,Placar,Time Visitante
C,23/01/94,Portuguesa,1-3,Corinthians
C,23/01/94,Guarani,1-2,América-SP
C,23/01/94,Ituano,0-0,Mogi Mirim
C,23/01/94,União São João,1-0,Ponte Preta
C,23/01/94,Novorizontino,1-3,Ferroviária
C,23/01/94,Santo André,1-4,São Paulo
C,26/01/94,São Paulo,3-0,Ituano
C,26/01/94,Santos,2-2,Guarani
C,26/01/94,Ponte Preta,1-1,Novorizontino
C,26/01/94,Rio Branco-SP,0-1,Santo André
C,26/01/94,Mogi Mirim,2-1,Bragantino
C,26/01/94,União São João,4-0,Portuguesa
C,26/01/94,Ferroviária,0-2,Palmeiras
C,27/01/94,América-SP,0-0,Corinthians
C,29/01/94,Bragantino,2-2,Palmeiras
C,30/01/94,Corinthians,3-0,Rio Branco-SP
C,30/01/94,São Paulo,2-0,Santos
C,30/01/94,Portuguesa,2-1,Ferroviária
C,30/01/94,Ponte Preta,2-1,América-SP
C,30/01/94,Ituano,1-1,União São João
C,30/01/94,Mogi Mirim,0-0,Novorizontino
C,30/01/94,Santo André,3-3,Guarani
C,02/02/94,Palmeiras,5-0,Ponte Preta
C,02/02/94,Santos,1-1,Ituano
C,02/02/94,Guarani,4-0,Corinthians
C,02/02/94,Rio Branco-SP,2-1,Mogi Mirim
C,02/02/94,Ferroviária,0-0,Bragantino
C,02/02/94,Novorizontino,3-1,Portuguesa
C,02/02/94,América-SP,0-1,Santo André
C,03/02/94,União São João,3-2,São Paulo
C,05/02/94,Ituano,1-6,Palmeiras
C,06/02/94,Corinthians,1-1,Novorizontino
C,06/02/94,Portuguesa,1-1,São Paulo
C,06/02/94,Ponte Preta,0-1,Bragantino
C,06/02/94,Rio Branco-SP,0-2,Guarani
C,06/02/94,Mogi Mirim,1-3,Ferroviária
C,06/02/94,União São João,1-2,América-SP
C,06/02/94,Santo André,1-0,Santos
C,09/02/94,São Paulo,3-1,Guarani
C,09/02/94,Portuguesa,4-2,Rio Branco-SP
C,09/02/94,Ponte Preta,0-0,Santos
C,09/02/94,América-SP,1-0,Ituano
C,09/02/94,Santo André,0-1,Mogi Mirim
C,09/02/94,Bragantino,2-0,Novorizontino
C,10/02/94,Palmeiras,1-1,União São João
C,10/02/94,Ferroviária,1-2,Corinthians
C,12/02/94,Corinthians,3-1,Ponte Preta
C,12/02/94,Palmeiras,4-0,Portuguesa
C,12/02/94,Santos,1-0,Mogi Mirim
C,12/02/94,Guarani,2-2,Bragantino
C,12/02/94,Ituano,0-1,Novorizontino
C,12/02/94,Rio Branco-SP,0-1,São Paulo
C,12/02/94,União São João,1-2,Santo André
C,12/02/94,Ferroviária,1-2,América-SP
C,16/02/94,São Paulo,4-0,Ferroviária
C,16/02/94,Ponte Preta,1-1,Portuguesa
C,16/02/94,Mogi Mirim,2-3,Corinthians
C,16/02/94,Novorizontino,2-1,Guarani
C,16/02/94,América-SP,0-0,Palmeiras
C,16/02/94,Santo André,2-2,Ituano
C,16/02/94,Bragantino,2-0,União São João
C,17/02/94,Rio Branco-SP,2-0,Santos
C,19/02/94,Guarani,0-2,Palmeiras
