Rodada,Data,Time da Casa,Placar,Time Visitante
C,02/07/61,Comercial,1-0,Esportiva Guaratinguetá
C,02/07/61,Jabaquara,3-1,Portuguesa Santista
C,02/07/61,Corinthians,1-2,Guarani
C,02/07/61,Portuguesa,3-1,Juventus-SP
C,02/07/61,Ferroviária,7-2,Taubaté
C,02/07/61,XV de Piracicaba,2-1,Noroeste
C,05/07/61,Botafogo-SP,0-1,Ferroviária
C,05/07/61,Portuguesa Santista,1-2,XV de Piracicaba
C,05/07/61,São Paulo,3-1,Comercial
C,08/07/61,Palmeiras,6-0,Portuguesa Santista
C,09/07/61,Guarani,2-0,Juventus-SP
C,09/07/61,São Paulo,3-1,Ferroviária
C,09/07/61,Botafogo-SP,3-2,XV de Piracicaba
C,09/07/61,Noroeste,2-4,Portuguesa
C,09/07/61,Taubaté,5-3,Jabaquara
C,09/07/61,Esportiva Guaratinguetá,3-0,Corinthians
C,09/07/61,Santos,1-0,Comercial
C,15/07/61,Portuguesa,5-1,Jabaquara
C,16/07/61,Comercial,1-4,Palmeiras
C,16/07/61,Noroeste,3-0,São Paulo
C,16/07/61,Corinthians,2-2,Botafogo-SP
C,16/07/61,Portuguesa Santista,0-0,Santos
C,16/07/61,Juventus-SP,0-2,Esportiva Guaratinguetá
C,16/07/61,XV de Piracicaba,2-1,Guarani
C,19/07/61,São Paulo,1-0,Corinthians
C,19/07/61,Taubaté,1-0,Juventus-SP
C,23/07/61,Ferroviária,2-0,Portuguesa Santista
C,23/07/61,Taubaté,0-0,Santos
C,23/07/61,Guarani,2-1,Noroeste
C,23/07/61,XV de Piracicaba,4-1,Juventus-SP
C,23/07/61,Botafogo-SP,3-2,Portuguesa
C,23/07/61,Jabaquara,2-1,Corinthians
C,29/07/61,São Paulo,3-1,Jabaquara
C,30/07/61,Comercial,1-1,Noroeste
C,30/07/61,Guarani,2-0,Portuguesa Santista
C,30/07/61,Taubaté,0-1,Portuguesa
C,30/07/61,Corinthians,2-1,XV de Piracicaba
C,30/07/61,Juventus-SP,0-2,Botafogo-SP
