Rodada,Data,Time da Casa,Placar,Time Visitante
1,19/01/13,Rio Verde-GO,2-1,Vila Nova
1,20/01/13,Anápolis,0-1,Aparecidense
1,20/01/13,CRAC,1-0,Grêmio Anápolis
1,20/01/13,Goianésia,3-1,Atlético Goianiense
1,20/01/13,Goiás,2-0,Itumbiara
2,23/01/13,Aparecidense,1-1,Rio Verde-GO
2,23/01/13,Atlético Goianiense,0-3,Anápolis
2,23/01/13,Grêmio Anápolis,1-3,Goiás
2,23/01/13,Itumbiara,0-1,Goianésia
2,23/01/13,Vila Nova,2-0,CRAC
3,26/01/13,Vila Nova,2-0,Goianésia
3,27/01/13,Aparecidense,3-1,CRAC
3,27/01/13,Atlético Goianiense,1-1,Goiás
3,27/01/13,Grêmio Anápolis,1-1,Anápolis
3,27/01/13,Itumbiara,1-1,Rio Verde-GO
4,30/01/13,CRAC,0-1,Itumbiara
4,30/01/13,Goianésia,1-0,Grêmio Anápolis
4,30/01/13,Goiás,1-0,Aparecidense
4,30/01/13,Rio Verde-GO,1-1,Atlético Goianiense
4,30/01/13,Anápolis,1-2,Vila Nova
5,02/02/13,Goiás,3-0,Vila Nova
5,03/02/13,Rio Verde-GO,2-2,Anápolis
5,03/02/13,Aparecidense,0-0,Atlético Goianiense
5,03/02/13,Goianésia,2-0,CRAC
5,03/02/13,Itumbiara,1-0,Grêmio Anápolis
6,06/02/13,Atlético Goianiense,0-0,Itumbiara
6,06/02/13,CRAC,1-2,Goiás
6,06/02/13,Grêmio Anápolis,2-1,Rio Verde-GO
6,06/02/13,Vila Nova,2-2,Aparecidense
6,07/02/13,Anápolis,2-2,Goianésia
7,16/02/13,Vila Nova,0-1,Atlético Goianiense
6,17/02/13,Aparecidense,2-1,Grêmio Anápolis
7,17/02/13,Goianésia,1-1,Goiás
7,17/02/13,Itumbiara,2-2,Anápolis
7,17/02/13,Rio Verde-GO,1-0,CRAC
8,24/02/13,CRAC,2-2,Anápolis
8,24/02/13,Goianésia,2-1,Aparecidense
8,24/02/13,Grêmio Anápolis,1-1,Atlético Goianiense
8,24/02/13,Itumbiara,2-5,Vila Nova
8,25/02/13,Goiás,7-0,Rio Verde-GO
9,03/03/13,Aparecidense,3-0,Itumbiara
9,03/03/13,Atlético Goianiense,3-0,CRAC
9,03/03/13,Rio Verde-GO,1-2,Goianésia
9,03/03/13,Vila Nova,1-2,Grêmio Anápolis
9,04/03/13,Anápolis,0-4,Goiás
10,09/03/13,Grêmio Anápolis,2-0,Itumbiara
10,10/03/13,Anápolis,3-2,Rio Verde-GO
10,10/03/13,CRAC,0-2,Goianésia
10,10/03/13,Vila Nova,0-2,Goiás
10,11/03/13,Atlético Goianiense,4-0,Aparecidense
11,17/03/13,Grêmio Anápolis,2-0,Vila Nova
11,17/03/13,Itumbiara,2-3,Aparecidense
11,17/03/13,CRAC,2-1,Atlético Goianiense
11,17/03/13,Goianésia,0-0,Rio Verde-GO
11,18/03/13,Goiás,3-0,Anápolis
12,20/03/13,Aparecidense,0-0,Goianésia
12,20/03/13,Atlético Goianiense,3-0,Grêmio Anápolis
12,20/03/13,Vila Nova,2-0,Itumbiara
12,21/03/13,Anápolis,1-1,CRAC
12,21/03/13,Rio Verde-GO,1-0,Goiás
13,23/03/13,Grêmio Anápolis,3-2,Aparecidense
13,23/03/13,Atlético Goianiense,4-1,Vila Nova
13,24/03/13,Goiás,4-1,Goianésia
13,24/03/13,Anápolis,3-2,Itumbiara
13,24/03/13,CRAC,2-1,Rio Verde-GO
14,27/03/13,Aparecidense,5-0,Vila Nova
14,27/03/13,Goianésia,3-0,Anápolis
14,27/03/13,Goiás,2-0,CRAC
14,27/03/13,Rio Verde-GO,1-1,Grêmio Anápolis
14,27/03/13,Itumbiara,0-2,Atlético Goianiense
15,31/03/13,Aparecidense,1-2,Goiás
15,31/03/13,Grêmio Anápolis,2-1,Goianésia
15,31/03/13,Itumbiara,1-2,CRAC
15,31/03/13,Vila Nova,2-2,Anápolis
15,01/04/13,Atlético Goianiense,4-1,Rio Verde-GO
16,06/04/13,Goiás,2-2,Atlético Goianiense
16,07/04/13,Rio Verde-GO,3-0,Itumbiara
16,07/04/13,Anápolis,3-1,Grêmio Anápolis
16,07/04/13,CRAC,2-1,Aparecidense
16,07/04/13,Goianésia,3-2,Vila Nova
17,14/04/13,CRAC,3-2,Vila Nova
17,14/04/13,Goianésia,1-2,Itumbiara
17,14/04/13,Goiás,1-0,Grêmio Anápolis
17,14/04/13,Rio Verde-GO,1-1,Aparecidense
17,15/04/13,Anápolis,2-3,Atlético Goianiense
18,20/04/13,Atlético Goianiense,2-1,Goianésia
18,20/04/13,Itumbiara,1-1,Goiás
18,21/04/13,Aparecidense,2-1,Anápolis
18,21/04/13,Grêmio Anápolis,1-0,CRAC
18,21/04/13,Vila Nova,3-0,Rio Verde-GO
SF,25/04/13,Goiás,1-2,Aparecidense
SF,28/04/13,Goianésia,0-3,Atlético Goianiense
SF,04/05/13,Atlético Goianiense,3-0,Goianésia
SF,05/05/13,Aparecidense,1-4,Goiás
F,12/05/13,Atlético Goianiense,0-0,Goiás
F,19/05/13,Goiás,2-2,Atlético Goianiense
