Rodada,Data,Time da Casa,Placar,Time Visitante
1,14/08/10,Tottenham,0-0,Manchester City
1,14/08/10,Wigan Athletic,0-4,Blackpool
1,14/08/10,Bolton,0-0,Fulham
1,14/08/10,Wolverhampton,2-1,Stoke City
1,14/08/10,Aston Villa,3-0,West Ham
1,14/08/10,Blackburn Rovers,1-0,Everton
1,14/08/10,Sunderland,2-2,Birmingham City
1,14/08/10,Chelsea,6-0,West Bromwich
1,15/08/10,Liverpool,1-1,Arsenal
1,16/08/10,Manchester United,3-0,Newcastle
2,21/08/10,Arsenal,6-0,Blackpool
2,21/08/10,West Bromwich,1-0,Sunderland
2,21/08/10,West Ham,1-3,Bolton
2,21/08/10,Birmingham City,2-1,Blackburn Rovers
2,21/08/10,Stoke City,1-2,Tottenham
2,21/08/10,Everton,1-1,Wolverhampton
2,21/08/10,Wigan Athletic,0-6,Chelsea
2,22/08/10,Newcastle,6-0,Aston Villa
2,22/08/10,Fulham,2-2,Manchester United
2,23/08/10,Manchester City,3-0,Liverpool
3,28/08/10,Blackburn Rovers,1-2,Arsenal
3,28/08/10,Tottenham,0-1,Wigan Athletic
3,28/08/10,Wolverhampton,1-1,Newcastle
3,28/08/10,Chelsea,2-0,Stoke City
3,28/08/10,Blackpool,2-2,Fulham
3,28/08/10,Manchester United,3-0,West Ham
3,29/08/10,Bolton,2-2,Birmingham City
3,29/08/10,Liverpool,1-0,West Bromwich
3,29/08/10,Sunderland,1-0,Manchester City
3,29/08/10,Aston Villa,1-0,Everton
4,11/09/10,Everton,3-3,Manchester United
4,11/09/10,West Bromwich,1-1,Tottenham
4,11/09/10,Fulham,2-1,Wolverhampton
4,11/09/10,Wigan Athletic,1-1,Sunderland
4,11/09/10,Arsenal,4-1,Bolton
4,11/09/10,Newcastle,0-2,Blackpool
4,11/09/10,Manchester City,1-1,Blackburn Rovers
4,11/09/10,West Ham,1-3,Chelsea
4,12/09/10,Birmingham City,0-0,Liverpool
4,13/09/10,Stoke City,2-1,Aston Villa
5,18/09/10,Stoke City,1-1,West Ham
5,18/09/10,Tottenham,3-1,Wolverhampton
5,18/09/10,West Bromwich,3-1,Birmingham City
5,18/09/10,Everton,0-1,Newcastle
5,18/09/10,Blackburn Rovers,1-1,Fulham
5,18/09/10,Aston Villa,1-1,Bolton
5,18/09/10,Sunderland,1-1,Arsenal
5,19/09/10,Manchester United,3-2,Liverpool
5,19/09/10,Wigan Athletic,0-2,Manchester City
5,19/09/10,Chelsea,4-0,Blackpool
6,25/09/10,Manchester City,1-0,Chelsea
6,25/09/10,Liverpool,2-2,Sunderland
6,25/09/10,Fulham,0-0,Everton
6,25/09/10,Blackpool,1-2,Blackburn Rovers
6,25/09/10,Arsenal,2-3,West Bromwich
6,25/09/10,West Ham,1-0,Tottenham
6,25/09/10,Birmingham City,0-0,Wigan Athletic
6,26/09/10,Bolton,2-2,Manchester United
6,26/09/10,Wolverhampton,1-2,Aston Villa
6,26/09/10,Newcastle,1-2,Stoke City
7,02/10/10,Wigan Athletic,2-0,Wolverhampton
7,02/10/10,Tottenham,2-1,Aston Villa
7,02/10/10,Stoke City,1-0,Blackburn Rovers
7,02/10/10,West Ham,1-1,Fulham
7,02/10/10,West Bromwich,1-1,Bolton
7,02/10/10,Birmingham City,0-2,Everton
7,02/10/10,Sunderland,0-0,Manchester United
7,03/10/10,Manchester City,2-1,Newcastle
7,03/10/10,Liverpool,1-2,Blackpool
7,03/10/10,Chelsea,2-0,Arsenal
8,16/10/10,Fulham,1-2,Tottenham
8,16/10/10,Wolverhampton,1-1,West Ham
8,16/10/10,Arsenal,2-1,Birmingham City
8,16/10/10,Bolton,2-1,Stoke City
8,16/10/10,Manchester United,2-2,West Bromwich
8,16/10/10,Newcastle,2-2,Wigan Athletic
8,16/10/10,Aston Villa,0-0,Chelsea
8,17/10/10,Everton,2-0,Liverpool
8,17/10/10,Blackpool,2-3,Manchester City
8,18/10/10,Blackburn Rovers,0-0,Sunderland
9,23/10/10,Tottenham,1-1,Everton
9,23/10/10,Birmingham City,2-0,Blackpool
9,23/10/10,Wigan Athletic,1-1,Bolton
9,23/10/10,West Bromwich,2-1,Fulham
9,23/10/10,Sunderland,1-0,Aston Villa
9,23/10/10,Chelsea,2-0,Wolverhampton
9,23/10/10,West Ham,1-2,Newcastle
9,24/10/10,Stoke City,1-2,Manchester United
9,24/10/10,Liverpool,2-1,Blackburn Rovers
9,24/10/10,Manchester City,0-3,Arsenal
10,30/10/10,Blackburn Rovers,1-2,Chelsea
10,30/10/10,Arsenal,1-0,West Ham
10,30/10/10,Wolverhampton,2-1,Manchester City
10,30/10/10,Everton,1-0,Stoke City
10,30/10/10,Fulham,2-0,Wigan Athletic
10,30/10/10,Manchester United,2-0,Tottenham
10,31/10/10,Aston Villa,0-0,Birmingham City
10,31/10/10,Newcastle,5-1,Sunderland
10,31/10/10,Bolton,0-1,Liverpool
10,01/11/10,Blackpool,2-1,West Bromwich
11,06/11/10,Bolton,4-2,Tottenham
11,06/11/10,Sunderland,2-0,Stoke City
11,06/11/10,Blackpool,2-2,Everton
11,06/11/10,Fulham,1-1,Aston Villa
11,06/11/10,Birmingham City,2-2,West Ham
11,06/11/10,Manchester United,2-1,Wolverhampton
11,06/11/10,Blackburn Rovers,2-1,Wigan Athletic
11,07/11/10,Arsenal,0-1,Newcastle
11,07/11/10,West Bromwich,0-2,Manchester City
11,07/11/10,Liverpool,2-0,Chelsea
12,09/11/10,Stoke City,3-2,Birmingham City
12,09/11/10,Tottenham,1-1,Sunderland
12,10/11/10,West Ham,2-2,West Bromwich
12,10/11/10,Wigan Athletic,1-1,Liverpool
12,10/11/10,Newcastle,1-2,Blackburn Rovers
12,10/11/10,Aston Villa,3-2,Blackpool
12,10/11/10,Chelsea,1-0,Fulham
12,10/11/10,Wolverhampton,0-2,Arsenal
12,10/11/10,Manchester City,0-0,Manchester United
12,10/11/10,Everton,1-1,Bolton
13,13/11/10,Aston Villa,2-2,Manchester United
13,13/11/10,Wolverhampton,2-3,Bolton
13,13/11/10,Wigan Athletic,1-0,West Bromwich
13,13/11/10,Newcastle,0-0,Fulham
13,13/11/10,West Ham,0-0,Blackpool
13,13/11/10,Tottenham,4-2,Blackburn Rovers
13,13/11/10,Manchester City,0-0,Birmingham City
13,13/11/10,Stoke City,2-0,Liverpool
13,14/11/10,Everton,1-2,Arsenal
13,14/11/10,Chelsea,0-3,Sunderland
14,20/11/10,Arsenal,2-3,Tottenham
14,20/11/10,West Bromwich,0-3,Stoke City
14,20/11/10,Bolton,5-1,Newcastle
14,20/11/10,Birmingham City,1-0,Chelsea
14,20/11/10,Blackpool,2-1,Wolverhampton
14,20/11/10,Manchester United,2-0,Wigan Athletic
14,20/11/10,Liverpool,3-0,West Ham
14,21/11/10,Blackburn Rovers,2-0,Aston Villa
14,21/11/10,Fulham,1-4,Manchester City
14,22/11/10,Sunderland,2-2,Everton
15,27/11/10,Aston Villa,2-4,Arsenal
15,27/11/10,West Ham,3-1,Wigan Athletic
15,27/11/10,Fulham,1-1,Birmingham City
15,27/11/10,Everton,1-4,West Bromwich
15,27/11/10,Wolverhampton,3-2,Sunderland
15,27/11/10,Bolton,2-2,Blackpool
15,27/11/10,Manchester United,7-1,Blackburn Rovers
15,27/11/10,Stoke City,1-1,Manchester City
15,28/11/10,Newcastle,1-1,Chelsea
15,28/11/10,Tottenham,2-1,Liverpool
16,04/12/10,Wigan Athletic,2-2,Stoke City
16,04/12/10,Manchester City,1-0,Bolton
16,04/12/10,Chelsea,1-1,Everton
16,04/12/10,Blackburn Rovers,3-0,Wolverhampton
16,04/12/10,Birmingham City,1-1,Tottenham
16,04/12/10,Arsenal,2-1,Fulham
16,05/12/10,West Bromwich,3-1,Newcastle
16,05/12/10,Sunderland,1-0,West Ham
16,06/12/10,Liverpool,3-0,Aston Villa
17,11/12/10,Fulham,0-0,Sunderland
17,11/12/10,Stoke City,0-1,Blackpool
17,11/12/10,Aston Villa,2-1,West Bromwich
17,11/12/10,Everton,0-0,Wigan Athletic
17,11/12/10,West Ham,1-3,Manchester City
17,11/12/10,Newcastle,3-1,Liverpool
17,12/12/10,Wolverhampton,1-0,Birmingham City
17,12/12/10,Bolton,2-1,Blackburn Rovers
17,12/12/10,Tottenham,1-1,Chelsea
17,13/12/10,Manchester United,1-0,Arsenal
18,18/12/10,Sunderland,1-0,Bolton
18,18/12/10,Blackburn Rovers,1-1,West Ham
18,20/12/10,Manchester City,1-2,Everton
19,26/12/10,Fulham,1-3,West Ham
19,26/12/10,Manchester United,2-0,Sunderland
19,26/12/10,Newcastle,1-3,Manchester City
19,26/12/10,Wolverhampton,1-2,Wigan Athletic
19,26/12/10,Bolton,2-0,West Bromwich
19,26/12/10,Blackburn Rovers,0-2,Stoke City
19,26/12/10,Aston Villa,1-2,Tottenham
19,27/12/10,Arsenal,3-1,Chelsea
20,28/12/10,Tottenham,2-0,Newcastle
20,28/12/10,Sunderland,0-2,Blackpool
20,28/12/10,Manchester City,4-0,Aston Villa
20,28/12/10,West Bromwich,1-3,Blackburn Rovers
20,28/12/10,Stoke City,0-2,Fulham
20,28/12/10,West Ham,1-1,Everton
20,28/12/10,Birmingham City,1-1,Manchester United
20,29/12/10,Chelsea,1-0,Bolton
20,29/12/10,Wigan Athletic,2-2,Arsenal
20,29/12/10,Liverpool,0-1,Wolverhampton
21,01/01/11,West Bromwich,1-2,Manchester United
21,01/01/11,Manchester City,1-0,Blackpool
21,01/01/11,Tottenham,1-0,Fulham
21,01/01/11,Sunderland,3-0,Blackburn Rovers
21,01/01/11,West Ham,2-0,Wolverhampton
21,01/01/11,Stoke City,2-0,Everton
21,01/01/11,Liverpool,2-1,Bolton
21,01/01/11,Birmingham City,0-3,Arsenal
21,02/01/11,Chelsea,3-3,Aston Villa
21,02/01/11,Wigan Athletic,0-1,Newcastle
22,04/01/11,Blackpool,1-2,Birmingham City
22,04/01/11,Manchester United,2-1,Stoke City
22,04/01/11,Fulham,3-0,West Bromwich
22,05/01/11,Wolverhampton,1-0,Chelsea
22,05/01/11,Arsenal,0-0,Manchester City
22,05/01/11,Newcastle,5-0,West Ham
22,05/01/11,Aston Villa,0-1,Sunderland
22,05/01/11,Bolton,1-1,Wigan Athletic
22,05/01/11,Blackburn Rovers,3-1,Liverpool
22,05/01/11,Everton,2-1,Tottenham
19,12/01/11,Blackpool,2-1,Liverpool
23,15/01/11,Manchester City,4-3,Wolverhampton
23,15/01/11,Stoke City,2-0,Bolton
23,15/01/11,Wigan Athletic,1-1,Fulham
23,15/01/11,Chelsea,2-0,Blackburn Rovers
23,15/01/11,West Bromwich,3-2,Blackpool
23,15/01/11,West Ham,0-3,Arsenal
23,16/01/11,Birmingham City,1-1,Aston Villa
23,16/01/11,Sunderland,1-1,Newcastle
23,16/01/11,Liverpool,2-2,Everton
23,16/01/11,Tottenham,0-0,Manchester United
24,22/01/11,Wolverhampton,0-3,Liverpool
24,22/01/11,Blackpool,1-2,Sunderland
24,22/01/11,Arsenal,3-0,Wigan Athletic
24,22/01/11,Manchester United,5-0,Birmingham City
24,22/01/11,Everton,2-2,West Ham
24,22/01/11,Newcastle,1-1,Tottenham
24,22/01/11,Fulham,2-0,Stoke City
24,22/01/11,Aston Villa,1-0,Manchester City
24,23/01/11,Blackburn Rovers,2-0,West Bromwich
24,24/01/11,Bolton,0-4,Chelsea
16,25/01/11,Blackpool,2-3,Manchester United
18,25/01/11,Wigan Athletic,1-2,Aston Villa
18,26/01/11,Liverpool,1-0,Fulham
25,01/02/11,Sunderland,2-4,Chelsea
25,01/02/11,Arsenal,2-1,Everton
25,01/02/11,Manchester United,3-1,Aston Villa
25,01/02/11,West Bromwich,2-2,Wigan Athletic
25,02/02/11,Birmingham City,2-2,Manchester City
25,02/02/11,Blackpool,1-3,West Ham
25,02/02/11,Bolton,1-0,Wolverhampton
25,02/02/11,Blackburn Rovers,0-1,Tottenham
25,02/02/11,Liverpool,2-0,Stoke City
25,02/02/11,Fulham,1-0,Newcastle
26,05/02/11,Stoke City,3-2,Sunderland
26,05/02/11,Aston Villa,2-2,Fulham
26,05/02/11,Manchester City,3-0,West Bromwich
26,05/02/11,Everton,5-3,Blackpool
26,05/02/11,Wigan Athletic,4-3,Blackburn Rovers
26,05/02/11,Newcastle,4-4,Arsenal
26,05/02/11,Tottenham,2-1,Bolton
26,05/02/11,Wolverhampton,2-1,Manchester United
26,06/02/11,West Ham,0-1,Birmingham City
26,06/02/11,Chelsea,0-1,Liverpool
27,12/02/11,Manchester United,2-1,Manchester City
27,12/02/11,Blackburn Rovers,0-0,Newcastle
27,12/02/11,Liverpool,1-1,Wigan Athletic
27,12/02/11,West Bromwich,3-3,West Ham
27,12/02/11,Blackpool,1-1,Aston Villa
27,12/02/11,Birmingham City,1-0,Stoke City
27,12/02/11,Arsenal,2-0,Wolverhampton
27,12/02/11,Sunderland,1-2,Tottenham
27,13/02/11,Bolton,2-0,Everton
27,14/02/11,Fulham,0-0,Chelsea
18,15/02/11,Birmingham City,0-2,Newcastle
18,20/02/11,West Bromwich,1-1,Wolverhampton
18,22/02/11,Blackpool,3-1,Tottenham
18,23/02/11,Arsenal,1-0,Stoke City
28,26/02/11,Aston Villa,4-1,Blackburn Rovers
28,26/02/11,Everton,2-0,Sunderland
28,26/02/11,Wigan Athletic,0-4,Manchester United
28,26/02/11,Wolverhampton,4-0,Blackpool
28,26/02/11,Newcastle,1-1,Bolton
28,27/02/11,West Ham,3-1,Liverpool
28,27/02/11,Manchester City,1-1,Fulham
28,28/02/11,Stoke City,1-1,West Bromwich
18,01/03/11,Chelsea,2-1,Manchester United
29,05/03/11,Birmingham City,1-3,West Bromwich
29,05/03/11,Arsenal,0-0,Sunderland
29,05/03/11,Newcastle,1-2,Everton
29,05/03/11,Fulham,3-2,Blackburn Rovers
29,05/03/11,Bolton,3-2,Aston Villa
29,05/03/11,West Ham,3-0,Stoke City
29,05/03/11,Manchester City,1-0,Wigan Athletic
29,06/03/11,Liverpool,3-1,Manchester United
29,06/03/11,Wolverhampton,3-3,Tottenham
29,07/03/11,Blackpool,1-3,Chelsea
19,09/03/11,Everton,1-1,Birmingham City
30,19/03/11,Tottenham,0-0,West Ham
30,19/03/11,Manchester United,1-0,Bolton
30,19/03/11,Aston Villa,0-1,Wolverhampton
30,19/03/11,Wigan Athletic,2-1,Birmingham City
30,19/03/11,Stoke City,4-0,Newcastle
30,19/03/11,West Bromwich,2-2,Arsenal
30,19/03/11,Blackburn Rovers,2-2,Blackpool
30,19/03/11,Everton,2-1,Fulham
30,20/03/11,Sunderland,0-2,Liverpool
30,20/03/11,Chelsea,2-0,Manchester City
31,02/04/11,West Ham,2-4,Manchester United
31,02/04/11,Everton,2-2,Aston Villa
