Rodada,Data,Time da Casa,Placar,Time Visitante
1,23/08/86,Arsenal,1-0,Manchester United
1,23/08/86,Aston Villa,0-3,Tottenham
1,23/08/86,Charlton Athletic,1-1,Sheffield Wed.
1,23/08/86,Chelsea,0-0,Norwich City
1,23/08/86,Everton,2-0,Nottingham Forest
1,23/08/86,Leicester City,1-1,Luton Town
1,23/08/86,Manchester City,3-1,Wimbledon
1,23/08/86,Newcastle,0-2,Liverpool
1,23/08/86,Southampton,5-1,QPR
1,23/08/86,Watford,3-0,Oxford United
1,23/08/86,West Ham,1-0,Coventry City
2,25/08/86,Liverpool,0-0,Manchester City
2,25/08/86,Manchester United,2-3,West Ham
2,25/08/86,Oxford United,1-1,Chelsea
2,25/08/86,Sheffield Wed.,2-2,Everton
2,25/08/86,Tottenham,1-1,Newcastle
2,26/08/86,Coventry City,2-1,Arsenal
2,26/08/86,Luton Town,2-1,Southampton
2,26/08/86,QPR,3-2,Watford
2,26/08/86,Wimbledon,3-2,Aston Villa
2,27/08/86,Nottingham Forest,4-0,Charlton Athletic
2,30/08/86,Wimbledon,1-0,Leicester City
3,30/08/86,Coventry City,1-1,Everton
3,30/08/86,Liverpool,2-1,Arsenal
3,30/08/86,Luton Town,0-0,Newcastle
3,30/08/86,Manchester United,0-1,Charlton Athletic
3,30/08/86,Norwich City,4-3,Southampton
3,30/08/86,Nottingham Forest,1-1,Watford
3,30/08/86,Oxford United,0-0,West Ham
3,30/08/86,QPR,1-0,Aston Villa
3,30/08/86,Sheffield Wed.,2-0,Chelsea
3,30/08/86,Tottenham,1-0,Manchester City
4,02/09/86,Arsenal,2-0,Sheffield Wed.
4,02/09/86,Charlton Athletic,0-1,Wimbledon
4,02/09/86,Chelsea,0-0,Coventry City
4,02/09/86,Everton,3-1,Oxford United
4,02/09/86,Southampton,2-0,Tottenham
4,02/09/86,West Ham,1-2,Nottingham Forest
3,03/09/86,Leicester City,2-1,Liverpool
4,03/09/86,Aston Villa,2-1,Luton Town
4,03/09/86,Manchester City,2-2,Norwich City
4,03/09/86,Newcastle,0-2,QPR
5,05/09/86,Arsenal,0-0,Tottenham
4,06/09/86,Leicester City,1-1,Manchester United
4,06/09/86,Watford,0-1,Wimbledon
5,06/09/86,Aston Villa,1-2,Oxford United
5,06/09/86,Charlton Athletic,1-2,Norwich City
5,06/09/86,Chelsea,1-3,Luton Town
5,06/09/86,Everton,0-0,QPR
5,06/09/86,Manchester City,0-1,Coventry City
5,06/09/86,Newcastle,2-3,Sheffield Wed.
5,06/09/86,Southampton,1-3,Nottingham Forest
5,06/09/86,West Ham,2-5,Liverpool
5,13/09/86,Norwich City,1-3,Watford
5,13/09/86,Sheffield Wed.,2-2,Leicester City
6,13/09/86,Coventry City,3-0,Newcastle
6,13/09/86,Liverpool,2-0,Charlton Athletic
6,13/09/86,Luton Town,0-0,Arsenal
6,13/09/86,Manchester United,5-1,Southampton
6,13/09/86,Nottingham Forest,6-0,Aston Villa
6,13/09/86,Oxford United,0-0,Manchester City
6,13/09/86,QPR,2-3,West Ham
6,13/09/86,Tottenham,1-3,Chelsea
6,13/09/86,Wimbledon,1-2,Everton
6,16/09/86,Watford,1-0,Manchester United
6,17/09/86,Norwich City,2-1,Leicester City
7,20/09/86,Arsenal,0-0,Oxford United
7,20/09/86,Aston Villa,1-4,Norwich City
7,20/09/86,Charlton Athletic,1-1,Coventry City
7,20/09/86,Chelsea,2-6,Nottingham Forest
7,20/09/86,Leicester City,1-2,Tottenham
7,20/09/86,Manchester City,0-0,QPR
7,20/09/86,Newcastle,1-0,Wimbledon
7,20/09/86,Southampton,2-1,Liverpool
7,20/09/86,Watford,0-1,Sheffield Wed.
7,20/09/86,West Ham,2-0,Luton Town
7,21/09/86,Everton,3-1,Manchester United
8,27/09/86,Coventry City,1-0,Watford
8,27/09/86,Liverpool,3-3,Aston Villa
8,27/09/86,Luton Town,1-0,Manchester City
8,27/09/86,Norwich City,2-0,Newcastle
8,27/09/86,Nottingham Forest,1-0,Arsenal
8,27/09/86,Oxford United,3-2,Charlton Athletic
8,27/09/86,QPR,0-1,Leicester City
8,27/09/86,Sheffield Wed.,2-2,West Ham
8,27/09/86,Tottenham,2-0,Everton
8,27/09/86,Wimbledon,2-2,Southampton
8,28/09/86,Manchester United,0-1,Chelsea
9,04/10/86,Chelsea,0-1,Charlton Athletic
9,04/10/86,Coventry City,0-1,Aston Villa
9,04/10/86,Everton,0-1,Arsenal
9,04/10/86,Manchester City,1-2,Leicester City
9,04/10/86,Norwich City,1-0,QPR
9,04/10/86,Nottingham Forest,1-1,Manchester United
9,04/10/86,Sheffield Wed.,6-1,Oxford United
9,04/10/86,Southampton,4-1,Newcastle
9,04/10/86,Tottenham,0-0,Luton Town
9,04/10/86,Watford,2-2,West Ham
9,04/10/86,Wimbledon,1-3,Liverpool
10,11/10/86,Arsenal,3-1,Watford
10,11/10/86,Aston Villa,3-1,Southampton
10,11/10/86,Charlton Athletic,3-2,Everton
10,11/10/86,Leicester City,3-1,Nottingham Forest
10,11/10/86,Liverpool,0-1,Tottenham
10,11/10/86,Luton Town,0-0,Norwich City
10,11/10/86,Manchester United,3-1,Sheffield Wed.
10,11/10/86,Newcastle,3-1,Manchester City
10,11/10/86,Oxford United,2-0,Coventry City
10,11/10/86,QPR,2-1,Wimbledon
