Rodada,Data,Time da Casa,Placar,Time Visitante
1,24/08/84,Arsenal,1-1,Chelsea
1,24/08/84,Aston Villa,1-0,Coventry City
1,24/08/84,Everton,1-4,Tottenham
1,24/08/84,Leicester City,2-3,Newcastle
1,24/08/84,Luton Town,2-0,Stoke City
1,24/08/84,Manchester United,1-1,Watford
1,24/08/84,Norwich City,3-3,Liverpool
1,24/08/84,QPR,3-1,West Bromwich
1,24/08/84,Sheffield Wed.,3-1,Nottingham Forest
1,24/08/84,Sunderland,3-1,Southampton
1,24/08/84,West Ham,0-0,Ipswich Town
2,26/08/84,Chelsea,1-0,Sunderland
2,26/08/84,Liverpool,3-0,West Ham
2,26/08/84,Newcastle,2-1,Sheffield Wed.
2,26/08/84,Stoke City,1-3,Aston Villa
2,26/08/84,Tottenham,2-2,Leicester City
2,26/08/84,West Bromwich,2-1,Everton
2,27/08/84,Coventry City,0-0,Norwich City
2,27/08/84,Ipswich Town,1-1,Luton Town
2,27/08/84,Southampton,0-0,Manchester United
2,27/08/84,Watford,1-1,QPR
2,28/08/84,Nottingham Forest,2-0,Arsenal
3,30/08/84,Chelsea,0-1,Everton
3,31/08/84,Coventry City,2-0,Leicester City
3,31/08/84,Ipswich Town,1-1,Manchester United
3,31/08/84,Liverpool,1-1,QPR
3,31/08/84,Newcastle,3-0,Aston Villa
3,31/08/84,Nottingham Forest,3-1,Sunderland
3,31/08/84,Southampton,2-3,West Ham
3,31/08/84,Stoke City,2-1,Sheffield Wed.
3,31/08/84,Tottenham,3-1,Norwich City
3,31/08/84,Watford,3-4,Arsenal
3,31/08/84,West Bromwich,4-0,Luton Town
4,03/09/84,Arsenal,2-0,Newcastle
4,03/09/84,Everton,1-1,Ipswich Town
4,03/09/84,Luton Town,1-2,Liverpool
4,03/09/84,Sheffield Wed.,2-1,Southampton
4,03/09/84,Sunderland,1-0,Tottenham
4,03/09/84,West Ham,3-1,Coventry City
4,04/09/84,Aston Villa,0-5,Nottingham Forest
4,04/09/84,Leicester City,1-1,Watford
4,04/09/84,Manchester United,1-1,Chelsea
4,04/09/84,Norwich City,2-1,West Bromwich
4,07/09/84,QPR,3-0,Nottingham Forest
5,07/09/84,Arsenal,3-1,Liverpool
5,07/09/84,Aston Villa,4-2,Chelsea
5,07/09/84,Everton,2-1,Coventry City
5,07/09/84,Leicester City,2-1,Ipswich Town
5,07/09/84,Luton Town,1-1,Southampton
5,07/09/84,Manchester United,5-0,Newcastle
5,07/09/84,Sheffield Wed.,2-1,Tottenham
5,07/09/84,Sunderland,1-1,West Bromwich
5,07/09/84,West Ham,2-0,Watford
5,14/09/84,Southampton,2-1,Norwich City
5,14/09/84,Tottenham,5-0,QPR
6,14/09/84,Chelsea,3-0,West Ham
6,14/09/84,Coventry City,0-3,Manchester United
6,14/09/84,Ipswich Town,2-1,Arsenal
6,14/09/84,Liverpool,1-1,Sunderland
6,14/09/84,Newcastle,2-3,Everton
6,14/09/84,Stoke City,2-2,Leicester City
6,14/09/84,Watford,3-3,Aston Villa
6,14/09/84,West Bromwich,2-2,Sheffield Wed.
6,15/09/84,Nottingham Forest,3-1,Luton Town
6,18/09/84,Norwich City,0-0,Stoke City
6,21/09/84,QPR,5-5,Newcastle
7,21/09/84,Arsenal,4-0,Stoke City
7,21/09/84,Aston Villa,0-1,Tottenham
7,21/09/84,Everton,2-2,Southampton
7,21/09/84,Leicester City,2-1,West Bromwich
7,21/09/84,Luton Town,0-0,Chelsea
7,21/09/84,Manchester United,1-1,Liverpool
7,21/09/84,Norwich City,3-2,Watford
7,21/09/84,Sheffield Wed.,2-2,Ipswich Town
7,21/09/84,Sunderland,0-0,Coventry City
7,21/09/84,West Ham,0-0,Nottingham Forest
7,28/09/84,Southampton,1-1,QPR
8,28/09/84,Chelsea,3-0,Leicester City
8,28/09/84,Coventry City,1-2,Arsenal
8,28/09/84,Ipswich Town,3-0,Aston Villa
8,28/09/84,Liverpool,0-2,Sheffield Wed.
8,28/09/84,Newcastle,1-1,West Ham
8,28/09/84,Nottingham Forest,3-1,Norwich City
8,28/09/84,Stoke City,2-2,Sunderland
8,28/09/84,Tottenham,4-2,Luton Town
8,28/09/84,Watford,4-5,Everton
8,28/09/84,West Bromwich,1-2,Manchester United
