Rodada,Data,Time da Casa,Placar,Time Visitante
A,02/02/20,Atlético-AC,7-0,São Francisco FC
B,02/02/20,Galvez EC,2-1,Náuas
A,06/02/20,Rio Branco-AC,4-2,Andirá-AC
A,08/02/20,Plácido de Castro,0-2,Atlético-AC
B,09/02/20,Vasco da Gama-AC,1-8,Galvez EC
A,13/02/20,Rio Branco-AC,4-2,São Francisco FC
B,16/02/20,Náuas,5-0,Vasco da Gama-AC
A,16/02/20,São Francisco FC,1-4,Plácido de Castro
A,20/02/20,Andirá-AC,1-2,Atlético-AC
B,20/02/20,SC Humaitá,0-4,Galvez EC
A,29/02/20,Plácido de Castro,6-2,Rio Branco-AC
B,01/03/20,SC Humaitá,1-0,Náuas
A,01/03/20,São Francisco FC,1-4,Andirá-AC
A,05/03/20,Atlético-AC,1-2,Rio Branco-AC
A,08/03/20,Andirá-AC,0-2,Plácido de Castro
B,08/03/20,Vasco da Gama-AC,1-4,SC Humaitá
1F,12/03/20,Atlético-AC,2-0,SC Humaitá
1F,12/03/20,Galvez EC,1-1(5-3 Pen.),Plácido de Castro
1F,17/03/20,Atlético-AC,0-4,Galvez EC
B,16/08/20,São Francisco FC,3-1,Vasco da Gama-AC
B,16/08/20,Andirá-AC,4-2,SC Humaitá
B,19/08/20,Vasco da Gama-AC,1-2,Andirá-AC
B,19/08/20,Rio Branco-AC,2-0,Náuas
B,22/08/20,Náuas,1-2,Atlético-AC
B,22/08/20,Plácido de Castro,2-1,Galvez EC
B,25/08/20,Galvez EC,7-0,São Francisco FC
B,25/08/20,SC Humaitá,1-3,Atlético-AC
B,26/08/20,Vasco da Gama-AC,1-7,Rio Branco-AC
B,26/08/20,Náuas,1-3,Plácido de Castro
B,29/08/20,Galvez EC,5-1,Andirá-AC
B,29/08/20,Rio Branco-AC,3-1,SC Humaitá
B,30/08/20,São Francisco FC,0-3,Náuas
B,30/08/20,Vasco da Gama-AC,2-3,Plácido de Castro
B,02/09/20,SC Humaitá,8-0,São Francisco FC
B,02/09/20,Atlético-AC,2-0,Galvez EC
B,05/09/20,Andirá-AC,1-4,Náuas
B,05/09/20,Plácido de Castro,5-0,SC Humaitá
B,06/09/20,Atlético-AC,3-0,Vasco da Gama-AC
B,06/09/20,Galvez EC,1-2,Rio Branco-AC
SF,09/09/20,Rio Branco-AC,2-0,Plácido de Castro
SF,09/09/20,Galvez EC,2-1,Náuas
F,12/09/20,Rio Branco-AC,0-2,Galvez EC
