Rodada,Data,Time da Casa,Placar,Time Visitante
A,05/03/23,SC Humaitá,6-0,Andirá-AC
B,05/03/23,São Francisco FC,4-1,Vasco da Gama-AC
A,07/03/23,ADESG,0-4,Independência-AC
A,07/03/23,Rio Branco-AC,1-0,Plácido de Castro
B,11/03/23,Atlético-AC,6-1,Vasco da Gama-AC
B,11/03/23,Galvez EC,7-2,Náuas
A,14/03/23,Andirá-AC,1-2,ADESG
A,14/03/23,SC Humaitá,2-0,Independência-AC
B,18/03/23,Náuas,1-2,São Francisco FC
B,18/03/23,Galvez EC,1-1,Atlético-AC
A,21/03/23,Rio Branco-AC,0-1,Independência-AC
A,21/03/23,Plácido de Castro,1-7,SC Humaitá
A,25/03/23,Andirá-AC,1-5,Plácido de Castro
B,25/03/23,Vasco da Gama-AC,2-3,Náuas
A,28/03/23,ADESG,1-2,Rio Branco-AC
B,28/03/23,Atlético-AC,3-4,São Francisco FC
B,01/04/23,Vasco da Gama-AC,0-6,Galvez EC
A,01/04/23,Independência-AC,2-1,Andirá-AC
A,04/04/23,Plácido de Castro,6-1,ADESG
A,04/04/23,SC Humaitá,1-2,Rio Branco-AC
B,08/04/23,Náuas,0-2,Atlético-AC
B,08/04/23,São Francisco FC,2-2,Galvez EC
A,10/04/23,Independência-AC,4-0,Plácido de Castro
A,11/04/23,Andirá-AC,2-3,Rio Branco-AC
A,11/04/23,ADESG,0-1,SC Humaitá
2F,15/04/23,Rio Branco-AC,2-0,São Francisco FC
2F,16/04/23,Independência-AC,1-3,Atlético-AC
2F,16/04/23,Galvez EC,1-1,SC Humaitá
2F,19/04/23,São Francisco FC,1-3,SC Humaitá
2F,19/04/23,Rio Branco-AC,1-0,Atlético-AC
2F,20/04/23,Independência-AC,1-0,Galvez EC
2F,22/04/23,Atlético-AC,0-1,SC Humaitá
2F,23/04/23,Rio Branco-AC,2-0,Independência-AC
2F,23/04/23,São Francisco FC,0-4,Galvez EC
2F,26/04/23,Atlético-AC,0-3,São Francisco FC
2F,27/04/23,SC Humaitá,4-2,Independência-AC
2F,27/04/23,Galvez EC,0-0,Rio Branco-AC
2F,30/04/23,Atlético-AC,0-2,Galvez EC
2F,01/05/23,SC Humaitá,0-1,Rio Branco-AC
2F,01/05/23,Independência-AC,4-2,São Francisco FC
