Rodada,Data,Time da Casa,Placar,Time Visitante
B,21/01/18,Atlético-AC,8-0,São Francisco FC
B,21/01/18,Rio Branco-AC,3-0,Andirá-AC
B,24/01/18,Plácido de Castro,3-1,Vasco da Gama-AC
B,24/01/18,Galvez EC,3-1,SC Humaitá
B,27/01/18,Vasco da Gama-AC,0-2,Atlético-AC
B,27/01/18,SC Humaitá,0-3,Rio Branco-AC
B,28/01/18,São Francisco FC,1-2,Plácido de Castro
B,01/02/18,Andirá-AC,1-5,Galvez EC
B,15/02/18,SC Humaitá,2-1,Vasco da Gama-AC
B,15/02/18,Galvez EC,0-1,Atlético-AC
B,18/02/18,Andirá-AC,1-0,São Francisco FC
B,18/02/18,Rio Branco-AC,1-2,Plácido de Castro
B,22/02/18,Vasco da Gama-AC,3-1,Andirá-AC
B,22/02/18,São Francisco FC,0-3,SC Humaitá
B,25/02/18,Plácido de Castro,0-0,Galvez EC
B,27/02/18,Atlético-AC,1-2,Rio Branco-AC
1T,28/02/18,Rio Branco-AC,1-3,Galvez EC
1T,28/02/18,Plácido de Castro,1-1(3-4 Pen.),Atlético-AC
1T,03/03/18,Galvez EC,1-1(4-3 Pen.),Atlético-AC
A,08/03/18,Atlético-AC,2-1,Andirá-AC
B,08/03/18,Galvez EC,5-1,Vasco da Gama-AC
A,11/03/18,Plácido de Castro,0-2,SC Humaitá
B,11/03/18,Rio Branco-AC,5-0,São Francisco FC
B,14/03/18,São Francisco FC,1-3,Galvez EC
B,15/03/18,Vasco da Gama-AC,0-4,Rio Branco-AC
A,17/03/18,Andirá-AC,3-4,Plácido de Castro
A,17/03/18,SC Humaitá,0-2,Atlético-AC
A,21/03/18,SC Humaitá,3-1,Andirá-AC
B,21/03/18,Vasco da Gama-AC,3-3,São Francisco FC
A,25/03/18,Plácido de Castro,1-1,Atlético-AC
B,25/03/18,Rio Branco-AC,3-2,Galvez EC
SF,28/03/18,Rio Branco-AC,0-0(6-5 Pen.),SC Humaitá
SF,28/03/18,Atlético-AC,2-1,Galvez EC
F,01/04/18,Rio Branco-AC,1-0,Atlético-AC
F,04/04/18,Galvez EC,2-2,Rio Branco-AC
F,08/04/18,Rio Branco-AC,3-0,Galvez EC
