Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
PR,1,28/01/14,Oriente Petrolero,1-0,Nacional (PAR)
PR,1,28/01/14,Morelia,2-1,Santa Fe
PR,1,29/01/14,Sporting Cristal,2-1,Athletico-PR
PR,1,29/01/14,Deportivo Quito,1-0,Botafogo
PR,1,30/01/14,Universidad de Chile,1-0,Guaraní
PR,1,30/01/14,Caracas FC,0-2,Lanús
PR,2,04/02/14,Nacional (PAR),2-0,Oriente Petrolero
PR,2,04/02/14,Santa Fe,1-0,Morelia
PR,2,05/02/14,Botafogo,4-0,Deportivo Quito
PR,2,05/02/14,Athletico-PR,2-1,Sporting Cristal
PR,2,06/02/14,Guaraní,2-3,Universidad de Chile
PR,2,06/02/14,Lanús,1-0,Caracas FC
FG,1,11/02/14,Botafogo,2-0,San Lorenzo
FG,1,11/02/14,Santos Laguna,1-0,Arsenal de Sarandí
FG,1,11/02/14,Zamora FC,0-1,Atlético-MG
FG,1,12/02/14,Universitario,0-1,Vélez Sarsfield
FG,1,12/02/14,Santa Fe,3-1,Nacional (PAR)
FG,1,12/02/14,Anzoátegui,1-1,Peñarol
FG,1,12/02/14,Club León,2-1,Flamengo
FG,1,12/02/14,Real Garcilaso,2-1,Cruzeiro
FG,1,13/02/14,Deportivo Cali,1-0,Cerro Porteño
FG,1,13/02/14,Athletico-PR,1-0,The Strongest
FG,1,13/02/14,Universidad de Chile,1-0,Defensor Sporting
FG,1,13/02/14,Nacional (URU),0-1,Grêmio
FG,1,13/02/14,Lanús,0-0,O'Higgins
FG,1,14/02/14,Emelec,2-1,Bolívar
FG,1,14/02/14,Atlético Nacional,1-0,Newell's Old Boys
FG,2,18/02/14,Peñarol,0-2,Santos Laguna
FG,2,18/02/14,Independiente del Valle,2-2,Unión Española
FG,2,19/02/14,Defensor Sporting,4-1,Real Garcilaso
FG,2,19/02/14,O'Higgins,1-0,Deportivo Cali
FG,2,19/02/14,Bolívar,1-1,Club León
FG,2,20/02/14,Nacional (PAR),1-0,Zamora FC
FG,2,20/02/14,The Strongest,1-0,Universitario
FG,2,19/02/14,Flamengo,3-1,Emelec
FG,2,25/02/14,Cruzeiro,5-1,Universidad de Chile
FG,2,25/02/14,Vélez Sarsfield,2-0,The Strongest
FG,2,25/02/14,Grêmio,3-0,Atlético Nacional
FG,2,25/02/14,Arsenal de Sarandí,3-0,Anzoátegui
FG,2,26/02/14,Unión Española,1-1,Botafogo
FG,2,26/02/14,Cerro Porteño,3-1,Lanús
FG,2,26/02/14,Atlético-MG,2-1,Santa Fe
FG,2,27/02/14,San Lorenzo,1-0,Independiente del Valle
FG,2,27/02/14,Newell's Old Boys,4-0,Nacional (URU)
FG,3,11/03/14,Defensor Sporting,2-0,Cruzeiro
FG,3,11/03/14,Anzoátegui,1-1,Santos Laguna
FG,3,11/03/14,The Strongest,2-0,Vélez Sarsfield
FG,3,11/03/14,Atlético Nacional,2-2,Nacional (URU)
FG,3,11/03/14,Emelec,2-1,Club León
FG,3,11/03/14,Real Garcilaso,1-2,Universidad de Chile
FG,3,12/03/14,Independiente del Valle,2-1,Botafogo
FG,3,12/03/14,San Lorenzo,1-1,Unión Española
FG,3,12/03/14,Flamengo,2-2,Bolívar
FG,3,12/03/14,Zamora FC,2-1,Santa Fe
FG,3,12/03/14,Nacional (PAR),2-2,Atlético-MG
FG,3,13/03/14,Arsenal de Sarandí,1-0,Peñarol
FG,3,13/03/14,O'Higgins,2-2,Cerro Porteño
FG,3,13/03/14,Grêmio,0-0,Newell's Old Boys
FG,3,13/03/14,Universitario,0-1,Athletico-PR
FG,3,13/03/14,Deportivo Cali,2-1,Lanús
FG,4,18/03/14,Nacional (URU),0-1,Atlético Nacional
FG,4,18/03/14,Universidad de Chile,1-0,Real Garcilaso
FG,4,18/03/14,Vélez Sarsfield,2-0,The Strongest
FG,4,18/03/14,Santa Fe,2-2,Zamora FC
FG,4,18/03/14,Botafogo,1-0,Independiente del Valle
FG,4,19/03/14,Santos Laguna,3-0,Anzoátegui
FG,4,19/03/14,Peñarol,2-1,Arsenal de Sarandí
FG,4,19/03/14,Atlético-MG,1-1,Nacional (PAR)
FG,4,19/03/14,Bolívar,1-0,Flamengo
FG,4,19/03/14,Newell's Old Boys,1-1,Grêmio
FG,4,19/03/14,Club León,3-0,Emelec
FG,4,20/03/14,Athletico-PR,3-0,Universitario
FG,4,20/03/14,Lanús,2-0,Deportivo Cali
FG,4,20/03/14,Cerro Porteño,2-1,O'Higgins
FG,4,20/03/14,Cruzeiro,2-2,Defensor Sporting
FG,4,20/03/14,Unión Española,1-0,San Lorenzo
FG,5,25/03/14,Zamora FC,2-0,Nacional (PAR)
FG,5,25/03/14,Santos Laguna,4-1,Peñarol
FG,5,26/03/14,Anzoátegui,1-3,Arsenal de Sarandí
FG,5,26/03/14,Nacional (URU),2-4,Newell's Old Boys
FG,5,26/03/14,Athletico-PR,1-3,Vélez Sarsfield
FG,5,26/03/14,Deportivo Cali,1-1,O'Higgins
FG,5,27/03/14,Club León,0-1,Bolívar
FG,5,27/03/14,Lanús,2-0,Cerro Porteño
FG,5,27/03/14,Independiente del Valle,1-1,San Lorenzo
FG,5,27/03/14,Universitario,3-3,The Strongest
FG,5,01/04/14,Real Garcilaso,0-2,Defensor Sporting
FG,5,02/04/14,Botafogo,0-1,Unión Española
FG,5,02/04/14,Atlético Nacional,0-2,Grêmio
FG,5,02/04/14,Emelec,1-2,Flamengo
FG,5,03/04/14,Universidad de Chile,0-2,Cruzeiro
FG,5,03/04/14,Santa Fe,1-1,Atlético-MG
FG,6,08/04/14,The Strongest,2-1,Athletico-PR
FG,6,08/04/14,Vélez Sarsfield,1-0,Universitario
FG,6,08/04/14,O'Higgins,0-0,Lanús
FG,6,08/04/14,Cerro Porteño,3-2,Deportivo Cali
FG,6,09/04/14,Flamengo,2-3,Club León
FG,6,09/04/14,Bolívar,2-1,Emelec
FG,6,09/04/14,San Lorenzo,3-0,Botafogo
FG,6,09/04/14,Cruzeiro,3-0,Real Garcilaso
FG,6,09/04/14,Unión Española,4-5,Independiente del Valle
FG,6,09/04/14,Defensor Sporting,1-1,Universidad de Chile
FG,6,10/04/14,Atlético-MG,1-0,Zamora FC
FG,6,10/04/14,Nacional (PAR),3-2,Santa Fe
FG,6,10/04/14,Arsenal de Sarandí,3-0,Santos Laguna
FG,6,10/04/14,Peñarol,1-1,Anzoátegui
FG,6,10/04/14,Grêmio,1-0,Nacional (URU)
FG,6,10/04/14,Newell's Old Boys,1-3,Atlético Nacional
O,1,16/04/14,Lanús,2-1,Santos Laguna
O,1,16/04/14,Club León,2-2,Bolívar
O,1,16/04/14,Cruzeiro,1-1,Cerro Porteño
O,1,17/04/14,The Strongest,2-0,Defensor Sporting
O,1,22/04/14,Bolívar,1-1,Club León
O,1,23/04/14,Nacional (PAR),1-0,Vélez Sarsfield
O,1,23/04/14,San Lorenzo,1-0,Grêmio
O,1,23/04/14,Atlético Nacional,1-0,Atlético-MG
O,1,24/04/14,Santos Laguna,0-2,Lanús
O,1,24/04/14,Arsenal de Sarandí,0-0,Unión Española
O,2,29/04/14,Defensor Sporting,2-0,The Strongest
O,2,29/04/14,Vélez Sarsfield,2-2,Nacional (PAR)
O,2,30/04/14,Unión Española,0-1,Arsenal de Sarandí
O,2,30/04/14,Cerro Porteño,0-2,Cruzeiro
O,2,30/04/14,Grêmio,1-0,San Lorenzo
O,2,01/05/14,Atlético-MG,1-1,Atlético Nacional
Q,1,07/05/14,Nacional (PAR),1-0,Arsenal de Sarandí
Q,1,07/05/14,San Lorenzo,1-0,Cruzeiro
Q,1,08/05/14,Lanús,1-1,Bolívar
Q,1,08/05/14,Atlético Nacional,0-2,Defensor Sporting
Q,2,14/05/14,Arsenal de Sarandí,0-0,Nacional (PAR)
Q,2,14/05/14,Cruzeiro,1-1,San Lorenzo
Q,2,15/05/14,Bolívar,1-0,Lanús
Q,2,15/05/14,Defensor Sporting,1-0,Atlético Nacional
S,1,22/07/14,Nacional (PAR),2-0,Defensor Sporting
S,1,23/07/14,San Lorenzo,5-0,Bolívar
S,2,29/07/14,Defensor Sporting,1-0,Nacional (PAR)
S,2,30/07/14,Bolívar,1-0,San Lorenzo
F,1,06/08/14,Nacional (PAR),1-1,San Lorenzo
F,2,13/08/14,San Lorenzo,1-0,Nacional (PAR)
