Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
PR,1,27/01/09,El Nacional,0-5,Nacional (PAR)
PR,1,28/01/09,Universidad de Chile,1-0,Pachuca
PR,1,29/01/09,Independiente Medellín,4-0,Peñarol
PR,1,29/01/09,Sporting Cristal,2-1,Estudiantes
PR,1,29/01/09,Palmeiras,5-1,Real Potosí
PR,1,30/01/09,Anzoátegui,2-0,Deportivo Cuenca
PR,2,03/02/09,Peñarol,0-0,Independiente Medellín
PR,2,03/02/09,Deportivo Cuenca,3-0,Anzoátegui
PR,2,04/02/09,Estudiantes,1-0,Sporting Cristal
PR,2,04/02/09,Real Potosí,0-2,Palmeiras
PR,2,05/02/09,Pachuca,2-1,Universidad de Chile
PR,2,05/02/09,Nacional (PAR),3-3,El Nacional
FG,1,10/02/09,Guaraní,1-2,Deportivo Táchira
FG,1,10/02/09,Defensor Sporting,1-0,América de Cali
FG,1,10/02/09,Aurora,0-3,Boyacá Chicó
FG,1,11/02/09,Lanús,1-1,Chivas
FG,1,11/02/09,San Lorenzo,4-1,San Luis
FG,1,11/02/09,Libertad,2-1,Universitario
FG,1,12/02/09,Nacional,2-1,Universidad de San Martín
FG,1,12/02/09,River Plate,1-0,Nacional (URU)
FG,1,12/02/09,Universitario Sucre,1-1,Deportivo Quito
FG,1,17/02/09,Everton,1-0,Caracas FC
FG,1,17/02/09,LDU Quito,3-2,Palmeiras
FG,1,17/02/09,Boca Juniors,1-0,Deportivo Cuenca
FG,2,18/02/09,Nacional (URU),0-3,Nacional
FG,2,18/02/09,Colo-Colo,1-2,Sport
FG,1,18/02/09,São Paulo,1-1,Independiente Medellín
FG,1,19/02/09,Cruzeiro,3-0,Estudiantes
FG,1,19/02/09,Universitario,1-0,San Lorenzo
FG,2,24/02/09,Deportivo Cuenca,4-0,Guaraní
FG,2,24/02/09,Independiente Medellín,0-0,Defensor Sporting
FG,2,25/02/09,Caracas FC,3-1,Lanús
FG,1,25/02/09,Grêmio,0-0,Universidad de Chile
FG,2,25/02/09,Deportivo Quito,1-1,Cruzeiro
FG,2,26/02/09,Chivas,6-2,Everton
FG,2,26/02/09,Estudiantes,1-0,Universitario Sucre
FG,2,26/02/09,San Luis,0-1,Libertad
FG,2,03/03/09,Palmeiras,1-3,Colo-Colo
FG,3,03/03/09,Caracas FC,2-0,Chivas
FG,2,04/03/09,Universidad de Chile,3-0,Aurora
FG,2,04/03/09,Deportivo Táchira,0-1,Boca Juniors
FG,3,04/03/09,Universitario Sucre,0-1,Cruzeiro
FG,2,04/03/09,Sport,2-0,LDU Quito
FG,3,05/03/09,Libertad,2-0,San Lorenzo
FG,2,05/03/09,Universidad de San Martín,2-1,River Plate
FG,2,05/03/09,América de Cali,1-3,São Paulo
FG,3,10/03/09,Deportivo Quito,1-0,Estudiantes
FG,3,10/03/09,Universitario,0-0,San Luis
FG,3,10/03/09,América de Cali,1-1,Independiente Medellín
FG,3,11/03/09,Everton,1-1,Lanús
