Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
FG,6,15/04/10,Colo-Colo,1-1,Cruzeiro
FG,6,20/04/10,Bolívar,2-0,Juan Aurich
FG,6,20/04/10,Estudiantes,1-0,Alianza Lima
FG,6,21/04/10,Banfield,4-1,Deportivo Cuenca
FG,6,21/04/10,Nacional,2-0,Morelia
FG,6,21/04/10,Universidad de Chile,0-0,Universidad Católica
FG,6,21/04/10,Flamengo,3-2,Caracas FC
FG,6,21/04/10,Nacional (URU),2-0,Monterrey
FG,6,21/04/10,São Paulo,1-0,Once Caldas
FG,6,22/04/10,CA Cerro,0-0,Emelec
FG,6,22/04/10,Internacional,3-0,Deportivo Quito
FG,6,22/04/10,Corinthians,1-0,Independiente Medellín
FG,6,22/04/10,Cerro Porteño,0-0,Racing Montevideo
O,1,27/04/10,San Luis,0-1,Estudiantes
O,1,27/04/10,Chivas,3-0,Vélez Sarsfield
O,1,28/04/10,Universitario,0-0,São Paulo
O,1,28/04/10,Banfield,3-1,Internacional
O,1,28/04/10,Flamengo,1-0,Corinthians
O,1,29/04/10,Cruzeiro,3-1,Nacional (URU)
O,1,29/04/10,Alianza Lima,0-1,Universidad de Chile
O,1,29/04/10,Once Caldas,0-0,Libertad
O,2,04/05/10,São Paulo,0-0,Universitario
O,2,04/05/10,Vélez Sarsfield,2-0,Chivas
O,2,05/05/10,Estudiantes,3-1,San Luis
O,2,05/05/10,Nacional (URU),0-3,Cruzeiro
O,2,05/05/10,Corinthians,2-1,Flamengo
O,2,06/05/10,Internacional,2-0,Banfield
O,2,06/05/10,Libertad,2-1,Once Caldas
O,2,06/05/10,Universidad de Chile,2-2,Alianza Lima
Q,1,11/05/10,Chivas,3-0,Libertad
Q,1,12/05/10,Flamengo,2-3,Universidad de Chile
Q,1,12/05/10,Cruzeiro,0-2,São Paulo
Q,1,13/05/10,Internacional,1-0,Estudiantes
Q,2,18/05/10,Libertad,2-0,Chivas
Q,2,19/05/10,São Paulo,2-0,Cruzeiro
Q,2,20/05/10,Estudiantes,2-1,Internacional
Q,2,20/05/10,Universidad de Chile,1-2,Flamengo
S,1,27/07/10,Chivas,1-1,Universidad de Chile
S,1,28/07/10,Internacional,1-0,São Paulo
S,2,03/08/10,Universidad de Chile,0-2,Chivas
S,2,05/08/10,São Paulo,2-1,Internacional
F,1,11/08/10,Chivas,1-2,Internacional
F,2,18/08/10,Internacional,3-2,Chivas
