Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
PR,1,29/01/08,Arsenal de Sarandí,2-0,Mineros de Guayana
PR,1,30/01/08,Cruzeiro,3-1,Cerro Porteño
PR,1,31/01/08,Atlas,2-0,La Paz FC
PR,1,31/01/08,Olmedo,1-0,Lanús
PR,1,31/01/08,Cienciano,1-0,Montevideo Wanderers
PR,1,07/02/08,Boyacá Chicó,4-3,Audax Italiano
PR,2,05/02/08,Lanús,3-0,Olmedo
PR,2,05/02/08,Mineros de Guayana,2-1,Arsenal de Sarandí
PR,2,06/02/08,La Paz FC,1-0,Atlas
PR,2,06/02/08,Cerro Porteño,2-3,Cruzeiro
PR,2,07/02/08,Montevideo Wanderers,0-0,Cienciano
PR,2,12/02/08,Audax Italiano,1-0,Boyacá Chicó
FG,1,12/02/08,Caracas FC,2-0,San Lorenzo
FG,1,12/02/08,Deportivo Cuenca,1-0,Estudiantes
FG,1,13/02/08,Universidad San Martín,2-0,River Plate
FG,1,13/02/08,Coronel Bolognesi,0-0,Flamengo
FG,1,13/02/08,Cruzeiro,3-0,Real Potosí
FG,1,14/02/08,Cúcuta Deportivo,0-0,Santos
FG,1,14/02/08,Cienciano,2-1,Nacional
FG,1,14/02/08,Lanús,3-1,Danubio
FG,1,19/02/08,Audax Italiano,1-2,Sportivo Luqueño
FG,1,19/02/08,Chivas,2-0,San José
FG,1,20/02/08,Arsenal de Sarandí,1-0,Libertad
FG,1,20/02/08,UA Maracaibo,1-1,Boca Juniors
FG,1,20/02/08,LDU Quito,0-0,Fluminense
FG,1,21/02/08,Club América,2-1,Universidad Católica
FG,1,21/02/08,Atlas,3-0,Colo-Colo
FG,1,27/02/08,Atlético Nacional,1-1,São Paulo
FG,2,19/02/08,Coronel Bolognesi,0-1,Nacional
FG,2,21/02/08,San Lorenzo,0-0,Cruzeiro
FG,2,21/02/08,Deportivo Cuenca,0-0,Danubio
FG,2,26/02/08,Estudiantes,0-0,Lanús
