Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
PR,1,23/01/17,Universitario Sucre,3-2,Montevideo Wanderers
PR,1,23/01/17,Deportivo Capiatá,1-0,Deportivo Táchira
PR,1,23/01/17,Deportivo Municipal,0-1,Independiente del Valle
PR,2,27/01/17,Montevideo Wanderers,5-2,Universitario Sucre
PR,2,27/01/17,Independiente del Valle,2-2,Deportivo Municipal
PR,2,27/01/17,Deportivo Táchira,0-0,Deportivo Capiatá
PR,1,31/01/17,CA Cerro,2-3,Unión Española
PR,1,31/01/17,Carabobo,0-1,Junior Barranquilla
PR,1,31/01/17,Atlético Tucumán,2-2,El Nacional
PR,1,01/02/17,Athletico-PR,1-0,Millonarios
PR,1,01/02/17,Botafogo,2-1,Colo-Colo
PR,1,02/02/17,Montevideo Wanderers,0-2,The Strongest
PR,1,02/02/17,Independiente del Valle,1-0,Olimpia
PR,1,02/02/17,Deportivo Capiatá,1-3,Universitario
PR,2,07/02/17,Junior Barranquilla,3-0,Carabobo
PR,2,07/02/17,Unión Española,2-0,CA Cerro
PR,2,07/02/17,El Nacional,0-1,Atlético Tucumán
PR,2,08/02/17,Millonarios,1-0,Athletico-PR
PR,2,08/02/17,Colo-Colo,1-1,Botafogo
PR,2,09/02/17,The Strongest,4-0,Montevideo Wanderers
PR,2,09/02/17,Olimpia,3-1,Independiente del Valle
PR,2,09/02/17,Universitario,0-3,Deportivo Capiatá
PR,1,15/02/17,Botafogo,1-0,Olimpia
PR,1,15/02/17,Athletico-PR,3-3,Deportivo Capiatá
PR,1,16/02/17,Junior Barranquilla,1-0,Atlético Tucumán
PR,1,16/02/17,Unión Española,1-1,The Strongest
PR,2,22/02/17,Deportivo Capiatá,0-1,Athletico-PR
PR,2,22/02/17,Olimpia,1-0,Botafogo
PR,2,23/02/17,Atlético Tucumán,3-1,Junior Barranquilla
PR,2,23/02/17,The Strongest,5-0,Unión Española
FG,1,07/03/17,Deportes Iquique,0-1,Guaraní
FG,1,07/03/17,Jorge Wilstermann,6-2,Peñarol
FG,1,07/03/17,Athletico-PR,2-2,Universidad Católica
FG,1,07/03/17,Zulia,1-2,Chapecoense
FG,1,08/03/17,Sport Boys Warnes,3-3,Libertad
FG,1,08/03/17,Godoy Cruz,1-1,Atlético-MG
FG,1,08/03/17,Atlético Tucumán,1-1,Palmeiras
FG,1,08/03/17,Flamengo,4-0,San Lorenzo
FG,1,09/03/17,Zamora FC,0-2,Grêmio
FG,1,09/03/17,Lanús,0-1,Nacional
FG,1,09/03/17,The Strongest,2-0,Santa Fe
FG,1,09/03/17,Sporting Cristal,1-1,Santos
FG,1,14/03/17,FBC Melgar,1-0,Emelec
FG,1,14/03/17,Botafogo,2-1,Estudiantes
FG,1,14/03/17,Barcelona SC,2-1,Atlético Nacional
FG,2,15/03/17,San Lorenzo,0-1,Athletico-PR
FG,2,15/03/17,Nacional,0-1,Zulia
FG,1,15/03/17,Independiente Medellín,1-3,River Plate
FG,2,15/03/17,Palmeiras,1-0,Jorge Wilstermann
FG,2,15/03/17,Universidad Católica,1-0,Flamengo
