Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
PR,1,25/01/11,Independiente,2-0,Dep. Quito
PR,1,26/01/11,Corinthians,0-0,Tolima
PR,1,26/01/11,Liverpool Montevideo,2-2,Grêmio
PR,1,27/01/11,Alianza Lima,0-2,Jaguares
PR,1,27/01/11,Cerro Porteño,1-0,Deportivo Petare
PR,1,27/01/11,Bolívar,0-1,Unión Española
PR,2,01/02/11,Dep. Quito,1-0,Independiente
PR,2,02/02/11,Jaguares,2-0,Alianza Lima
PR,2,02/02/11,Tolima,2-0,Corinthians
PR,2,02/02/11,Grêmio,3-1,Liverpool Montevideo
PR,2,03/02/11,Unión Española,0-0,Bolívar
PR,2,03/02/11,Deportivo Petare,1-1,Cerro Porteño
FG,1,09/02/11,Fluminense,2-2,Argentinos Juniors
FG,1,15/02/11,Tolima,1-0,Guaraní
FG,1,15/02/11,Vélez Sarsfield,3-0,Caracas FC
FG,1,15/02/11,San Luis,1-2,Libertad
FG,1,15/02/11,Deportivo Táchira,0-0,Santos
FG,1,16/02/11,Club América,2-0,Nacional
FG,1,16/02/11,Unión Española,2-2,Univ. Católica
FG,1,16/02/11,Emelec,1-1,Internacional
FG,1,16/02/11,Cruzeiro,5-0,Estudiantes
FG,1,17/02/11,Jaguares,2-0,Jorge Wilstermann
FG,1,17/02/11,Once Caldas,0-3,Universidad de San Martín
FG,1,17/02/11,León de Huánuco,1-2,Junior Barranquilla
FG,1,17/02/11,Grêmio,3-0,Oriente Petrolero
FG,1,17/02/11,Cerro Porteño,5-2,Colo-Colo
FG,1,17/02/11,Godoy Cruz,2-1,LDU Quito
FG,2,22/02/11,Cruzeiro,4-0,Guaraní
FG,2,22/02/11,Emelec,1-0,Jorge Wilstermann
FG,2,22/02/11,Universidad de San Martín,2-0,San Luis
FG,2,22/02/11,Once Caldas,1-1,Libertad
FG,2,23/02/11,León de Huánuco,1-0,Oriente Petrolero
FG,2,23/02/11,Estudiantes,1-0,Tolima
FG,2,23/02/11,Fluminense,0-0,Nacional
FG,2,23/02/11,Internacional,4-0,Jaguares
FG,2,24/02/11,Independiente,3-0,Peñarol
FG,2,24/02/11,Argentinos Juniors,3-1,Club América
FG,2,24/02/11,Junior Barranquilla,2-1,Grêmio
FG,2,01/03/11,Godoy Cruz,1-3,Peñarol
FG,2,01/03/11,Deportivo Táchira,2-4,Colo-Colo
FG,3,02/03/11,Tolima,0-0,Cruzeiro
FG,3,02/03/11,Nacional,0-1,Argentinos Juniors
FG,3,02/03/11,Club América,1-0,Fluminense
FG,2,02/03/11,Santos,1-1,Cerro Porteño
FG,3,03/03/11,San Luis,1-1,Once Caldas
FG,2,03/03/11,Vélez Sarsfield,3-4,Univ. Católica
FG,3,03/03/11,Grêmio,2-0,León de Huánuco
FG,2,03/03/11,LDU Quito,3-0,Independiente
FG,2,03/03/11,Caracas FC,2-0,Unión Española
FG,3,08/03/11,Libertad,5-1,Universidad de San Martín
FG,3,08/03/11,Jaguares,2-1,Emelec
FG,3,09/03/11,Oriente Petrolero,1-2,Junior Barranquilla
FG,3,09/03/11,Peñarol,1-0,LDU Quito
FG,3,09/03/11,Guaraní,1-2,Estudiantes
FG,3,09/03/11,Univ. Católica,1-3,Caracas FC
FG,3,10/03/11,Cerro Porteño,1-1,Deportivo Táchira
FG,3,10/03/11,Unión Española,2-1,Vélez Sarsfield
FG,3,10/03/11,Independiente,1-3,Godoy Cruz
FG,4,15/03/11,Universidad de San Martín,0-1,Libertad
FG,4,15/03/11,Argentinos Juniors,0-1,Nacional
FG,4,15/03/11,Once Caldas,1-1,San Luis
FG,3,16/03/11,Jorge Wilstermann,1-4,Internacional
FG,4,16/03/11,Cruzeiro,6-1,Tolima
FG,4,16/03/11,Emelec,1-0,Jaguares
FG,3,16/03/11,Colo-Colo,3-2,Santos
FG,4,17/03/11,León de Huánuco,1-1,Grêmio
FG,4,17/03/11,Estudiantes,5-1,Guaraní
FG,4,17/03/11,LDU Quito,5-0,Peñarol
FG,4,17/03/11,Junior Barranquilla,2-1,Oriente Petrolero
FG,5,22/03/11,Libertad,2-2,Once Caldas
FG,4,22/03/11,Caracas FC,0-2,Univ. Católica
FG,4,22/03/11,San Luis,3-1,Universidad de San Martín
FG,4,23/03/11,Godoy Cruz,1-1,Independiente
FG,4,23/03/11,Fluminense,3-2,Club América
FG,5,24/03/11,Oriente Petrolero,2-0,León de Huánuco
FG,4,24/03/11,Vélez Sarsfield,2-1,Unión Española
FG,5,30/03/11,Tolima,1-1,Estudiantes
FG,4,30/03/11,Internacional,3-0,Jorge Wilstermann
FG,5,30/03/11,Guaraní,0-2,Cruzeiro
FG,5,31/03/11,Peñarol,2-1,Godoy Cruz
FG,5,05/04/11,Independiente,1-1,LDU Quito
FG,4,06/04/11,Deportivo Táchira,0-2,Cerro Porteño
FG,5,06/04/11,Jaguares,1-0,Internacional
FG,5,06/04/11,Unión Española,1-2,Caracas FC
FG,5,06/04/11,Nacional,2-0,Fluminense
FG,4,06/04/11,Santos,3-2,Colo-Colo
FG,5,06/04/11,Club América,2-1,Argentinos Juniors
FG,5,07/04/11,Jorge Wilstermann,0-0,Emelec
FG,5,07/04/11,Grêmio,2-0,Junior Barranquilla
FG,5,07/04/11,Univ. Católica,0-0,Vélez Sarsfield
FG,6,12/04/11,LDU Quito,2-0,Godoy Cruz
FG,6,12/04/11,Peñarol,0-1,Independiente
