Fase,Rodada,Data,Time da Casa,Placar,Time Visitante
PR,1,24/01/06,Colo-Colo,1-3,Chivas
PR,1,24/01/06,Nacional,2-2,Universitario
PR,1,25/01/06,Palmeiras,2-0,Deportivo Táchira
PR,1,26/01/06,River Plate,6-0,Oriente Petrolero
PR,1,27/01/06,Deportivo Cuenca,1-1,Goiás
PR,1,27/01/06,Defensor Sporting,2-2,Santa Fe
PR,2,31/01/06,Chivas,5-3,Colo-Colo
PR,2,31/01/06,Universitario,0-0,Nacional
PR,2,01/02/06,Goiás,3-0,Deportivo Cuenca
PR,2,01/02/06,Deportivo Táchira,2-4,Palmeiras
PR,2,02/02/06,Oriente Petrolero,0-2,River Plate
PR,2,03/02/06,Santa Fe,0-0,Defensor Sporting
FG,1,07/02/06,Rocha FC,0-0,Universitario
FG,1,07/02/06,Bolívar,1-0,Estudiantes
FG,1,08/02/06,LDU Quito,1-3,Vélez Sarsfield
FG,1,08/02/06,Nacional,2-0,Pumas
FG,1,08/02/06,Universidad Católica,3-2,Tigres
FG,1,09/02/06,Cienciano,0-1,Chivas
FG,1,09/02/06,The Strongest,3-2,Newell's Old Boys
FG,1,09/02/06,Atlético Nacional,1-0,Rosario Central
FG,1,10/02/06,Sporting Cristal,1-2,Santa Fe
FG,2,14/02/06,Unión Española,0-2,Goiás
FG,2,14/02/06,Vélez Sarsfield,3-0,Rocha FC
FG,2,15/02/06,El Nacional,1-1,Paulista
FG,2,15/02/06,Cerro Porteño,0-0,Palmeiras
FG,2,15/02/06,Deportivo Cali,0-1,Corinthians
FG,2,15/02/06,Santa Fe,2-2,Bolívar
FG,2,16/02/06,UA Maracaibo,1-1,Internacional
FG,2,16/02/06,Libertad,2-0,River Plate
FG,2,17/02/06,Universitario,1-2,LDU Quito
FG,3,21/02/06,Newell's Old Boys,2-0,Unión Española
FG,3,21/02/06,Estudiantes,4-3,Sporting Cristal
FG,3,21/02/06,Tigres,5-4,Deportivo Cali
FG,3,22/02/06,Goiás,2-0,The Strongest
FG,3,22/02/06,Corinthians,2-2,Universidad Católica
FG,3,23/02/06,Pumas,0-1,UA Maracaibo
FG,3,23/02/06,Internacional,3-0,Nacional
FG,3,23/02/06,Rosario Central,0-2,Cerro Porteño
FG,4,28/02/06,Unión Española,1-0,The Strongest
FG,4,01/03/06,Caracas FC,1-2,São Paulo
FG,4,02/03/06,Paulista,0-0,Libertad
FG,4,02/03/06,Palmeiras,3-2,Atlético Nacional
FG,4,07/03/06,Rocha FC,3-2,LDU Quito
FG,4,07/03/06,Universitario,0-1,Vélez Sarsfield
FG,4,07/03/06,Chivas,1-1,Caracas FC
FG,4,08/03/06,Sporting Cristal,2-1,Bolívar
FG,4,08/03/06,River Plate,4-3,El Nacional
FG,4,08/03/06,São Paulo,4-1,Cienciano
FG,4,09/03/06,Pumas,1-2,Internacional
FG,4,09/03/06,Nacional,0-0,UA Maracaibo
FG,5,09/03/06,Santa Fe,3-1,Estudiantes
FG,5,09/03/06,Tigres,2-0,Corinthians
FG,5,14/03/06,Vélez Sarsfield,4-3,Universitario
FG,5,14/03/06,Cerro Porteño,1-5,Atlético Nacional
FG,5,14/03/06,Cienciano,2-1,Caracas FC
FG,5,15/03/06,Goiás,3-0,Newell's Old Boys
FG,5,15/03/06,Palmeiras,0-0,Rosario Central
