Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,14/07/22,Operário-PR,Sport,B,18
2,16/07/22,Guarani,Bahia,B,18
3,16/07/22,CRB,Brusque,B,18
4,17/07/22,Cruzeiro,Novorizontino,B,18
5,19/07/22,Ceará,Avai,A,18
6,20/07/22,Bragantino,Fortaleza,A,18
7,20/07/22,Goiás,Fluminense,A,18
8,20/07/22,Athletico-PR,Atlético-GO,A,18
9,20/07/22,Flamengo,Juventude,A,18
10,20/07/22,Internacional,São Paulo,A,18
11,20/07/22,Santos,Botafogo,A,18
12,20/07/22,Corinthians,Coritiba,A,18
13,21/07/22,Cuiaba,Atlético-MG,A,18
14,21/07/22,América-MG,Palmeiras,A,18
