Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,08/04/22,Brusque,Guarani,B,1
2,08/04/22,Bahia,Cruzeiro,B,1
3,09/04/22,Fluminense,Santos,A,1
4,09/04/22,Atlético-GO,Flamengo,A,1
5,09/04/22,Palmeiras,Ceará,A,1
6,09/04/22,Ponte Preta,Grêmio,B,1
7,10/04/22,Coritiba,Goiás,A,1
8,10/04/22,Botafogo,Corinthians,A,1
9,10/04/22,Atlético-MG,Internacional,A,1
10,10/04/22,Fortaleza,Cuiaba,A,1
11,10/04/22,Avai,América-MG,A,1
12,10/04/22,São Paulo,Athletico-PR,A,1
13,10/04/22,Londrina,Náutico,B,1
14,11/04/22,Juventude,Bragantino,A,1
