Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/04/22,Flamengo,Palmeiras,A,4
2,26/04/22,Bahia,Sampaio Corrêa,B,4
3,26/04/22,Cruzeiro,Londrina,B,4
4,26/04/22,Brusque,CSA,B,4
5,27/04/22,Vasco,Ponte Preta,B,4
6,30/04/22,Ceará,Bragantino,A,4
7,30/04/22,América-MG,Athletico-PR,A,4
8,30/04/22,Goiás,Atlético-MG,A,4
9,30/04/22,Cuiaba,Atlético-GO,A,4
10,01/05/22,Botafogo,Juventude,A,4
11,01/05/22,Corinthians,Fortaleza,A,4
12,01/05/22,Coritiba,Fluminense,A,4
13,01/05/22,Internacional,Avai,A,4
14,02/05/22,São Paulo,Santos,A,4
