Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/09/22,Ponte Preta,Sport,B,29
2,10/09/22,Londrina,Chapecoense,B,29
3,10/09/22,Ituano,Tombense,B,29
4,10/09/22,CSA,CRB,B,29
5,01/10/22,Atlético-MG,Fluminense,A,29
6,01/10/22,Internacional,Santos,A,29
7,01/10/22,Ceará,América-MG,A,29
8,01/10/22,Avai,Atlético-GO,A,29
9,01/10/22,Athletico-PR,Juventude,A,29
10,01/10/22,Flamengo,Bragantino,A,29
11,01/10/22,Goiás,Fortaleza,A,29
12,01/10/22,Corinthians,Cuiaba,A,29
13,03/10/22,Botafogo,Palmeiras,A,29
14,20/10/22,São Paulo,Coritiba,A,29
