Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,17/05/22,Novorizontino,Sport,B,8
2,20/05/22,Brusque,Tombense,B,8
3,21/05/22,Operário-PR,Ituano,B,8
4,22/05/22,Cruzeiro,Sampaio Corrêa,B,8
5,28/05/22,Goiás,Bragantino,A,8
6,28/05/22,São Paulo,Ceará,A,8
7,28/05/22,Fortaleza,Juventude,A,8
8,29/05/22,Coritiba,Botafogo,A,8
9,29/05/22,Santos,Palmeiras,A,8
10,29/05/22,Cuiaba,Athletico-PR,A,8
11,29/05/22,Corinthians,América-MG,A,8
12,29/05/22,Fluminense,Flamengo,A,8
13,29/05/22,Atlético-MG,Avai,A,8
14,30/05/22,Internacional,Atlético-GO,A,8
