Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/11/22,Grêmio,Brusque,B,38
2,06/11/22,Vila Nova,Sport,B,38
3,06/11/22,CRB,Bahia,B,38
4,06/11/22,Cruzeiro,CSA,B,38
5,12/11/22,Flamengo,Avai,A,38
6,13/11/22,Athletico-PR,Botafogo,A,38
7,13/11/22,Ceará,Juventude,A,38
8,13/11/22,América-MG,Atlético-GO,A,38
9,13/11/22,Santos,Fortaleza,A,38
10,13/11/22,Cuiaba,Coritiba,A,38
11,13/11/22,Bragantino,Fluminense,A,38
12,13/11/22,Corinthians,Atlético-MG,A,38
13,13/11/22,Internacional,Palmeiras,A,38
14,13/11/22,Goiás,São Paulo,A,38
