Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/04/22,Londrina,Novorizontino,B,3
2,22/04/22,CSA,Bahia,B,3
3,23/04/22,Bragantino,São Paulo,A,3
4,23/04/22,Athletico-PR,Flamengo,A,3
5,23/04/22,Palmeiras,Corinthians,A,3
6,23/04/22,Fluminense,Internacional,A,3
7,23/04/22,Atlético-MG,Coritiba,A,3
8,23/04/22,Ponte Preta,CRB,B,3
9,23/04/22,Criciúma,Sport,B,3
10,24/04/22,Santos,América-MG,A,3
11,24/04/22,Juventude,Cuiaba,A,3
12,24/04/22,Atlético-GO,Botafogo,A,3
13,25/04/22,Avai,Goiás,A,3
14,01/06/22,Fortaleza,Ceará,A,3
