Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,16/06/22,Cruzeiro,Ponte Preta,B,13
2,17/06/22,Criciúma,Brusque,B,13
3,18/06/22,Cuiaba,Ceará,A,13
4,18/06/22,Santos,Bragantino,A,13
5,18/06/22,Novorizontino,Tombense,B,13
6,18/06/22,Londrina,Vasco,B,13
7,19/06/22,Atlético-MG,Flamengo,A,13
8,19/06/22,Coritiba,Athletico-PR,A,13
9,19/06/22,Corinthians,Goiás,A,13
10,19/06/22,Internacional,Botafogo,A,13
11,19/06/22,Fortaleza,América-MG,A,13
12,19/06/22,Atlético-GO,Juventude,A,13
13,19/06/22,Fluminense,Avai,A,13
14,20/06/22,São Paulo,Palmeiras,A,13
