Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,30/08/22,Ituano,Operário-PR,B,27
2,30/08/22,Londrina,CRB,B,27
3,30/08/22,Sampaio Corrêa,Cruzeiro,B,27
4,31/08/22,Ponte Preta,Bahia,B,27
5,17/09/22,Avai,Atlético-MG,A,27
6,17/09/22,Botafogo,Coritiba,A,27
7,18/09/22,Bragantino,Goiás,A,27
8,18/09/22,Flamengo,Fluminense,A,27
9,18/09/22,Ceará,São Paulo,A,27
10,18/09/22,América-MG,Corinthians,A,27
11,18/09/22,Juventude,Fortaleza,A,27
12,18/09/22,Palmeiras,Santos,A,27
13,18/09/22,Athletico-PR,Cuiaba,A,27
14,19/09/22,Atlético-GO,Internacional,A,27
