Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/10/22,Criciúma,Náutico,B,34
2,08/10/22,Ponte Preta,Vila Nova,B,34
3,08/10/22,Chapecoense,Operário-PR,B,34
4,09/10/22,Sport,Cruzeiro,B,34
5,25/10/22,Flamengo,Santos,A,34
6,25/10/22,Athletico-PR,Palmeiras,A,34
7,26/10/22,Botafogo,Bragantino,A,34
8,26/10/22,Corinthians,Fluminense,A,34
9,26/10/22,Internacional,Ceará,A,34
10,26/10/22,Goiás,América-MG,A,34
11,27/10/22,Fortaleza,Coritiba,A,34
12,27/10/22,São Paulo,Atlético-GO,A,34
13,27/10/22,Atlético-MG,Juventude,A,34
14,27/10/22,Cuiaba,Avai,A,34
