Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/08/22,Vasco,Tombense,B,24
2,13/08/22,CRB,Grêmio,B,24
3,13/08/22,Guarani,Náutico,B,24
4,14/08/22,Novorizontino,Criciúma,B,24
5,27/08/22,Goiás,Atlético-GO,A,24
6,27/08/22,Coritiba,Avai,A,24
7,27/08/22,Fluminense,Palmeiras,A,24
8,27/08/22,Ceará,Athletico-PR,A,24
9,28/08/22,São Paulo,Fortaleza,A,24
10,28/08/22,América-MG,Atlético-MG,A,24
11,28/08/22,Botafogo,Flamengo,A,24
12,28/08/22,Cuiaba,Santos,A,24
13,29/08/22,Internacional,Juventude,A,24
14,29/08/22,Corinthians,Bragantino,A,24
