Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/07/22,CSA,Ponte Preta,B,17
2,08/07/22,Vila Nova,Bahia,B,17
3,09/07/22,Tombense,Chapecoense,B,17
4,09/07/22,Guarani,Cruzeiro,B,17
5,16/07/22,Athletico-PR,Internacional,A,17
6,16/07/22,Flamengo,Coritiba,A,17
7,16/07/22,Avai,Santos,A,17
8,16/07/22,Ceará,Corinthians,A,17
9,17/07/22,Juventude,Goiás,A,17
10,17/07/22,São Paulo,Fluminense,A,17
11,17/07/22,Botafogo,Atlético-MG,A,17
12,17/07/22,Atlético-GO,Fortaleza,A,17
13,17/07/22,América-MG,Bragantino,A,17
14,18/07/22,Palmeiras,Cuiaba,A,17
