Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,13/10/22,Operário-PR,Brusque,B,35
2,14/10/22,CSA,Londrina,B,35
3,14/10/22,Novorizontino,Náutico,B,35
4,15/10/22,Tombense,Ponte Preta,B,35
5,31/10/22,Ceará,Fluminense,A,35
6,01/11/22,Botafogo,Cuiaba,A,35
7,01/11/22,São Paulo,Atlético-MG,A,35
8,02/11/22,Athletico-PR,Goiás,A,35
9,02/11/22,América-MG,Internacional,A,35
10,02/11/22,Juventude,Coritiba,A,35
11,02/11/22,Avai,Bragantino,A,35
12,02/11/22,Atlético-GO,Santos,A,35
13,02/11/22,Palmeiras,Fortaleza,A,35
14,02/11/22,Flamengo,Corinthians,A,35
