Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,26/08/22,Brusque,Londrina,B,26
2,27/08/22,Operário-PR,CSA,B,26
3,27/08/22,CRB,Criciúma,B,26
4,28/08/22,Bahia,Vasco,B,26
5,07/09/22,Atlético-MG,Bragantino,A,26
6,10/09/22,Internacional,Cuiaba,A,26
7,10/09/22,Ceará,Santos,A,26
8,10/09/22,Fluminense,Fortaleza,A,26
9,10/09/22,Palmeiras,Juventude,A,26
10,11/09/22,Avai,Athletico-PR,A,26
11,11/09/22,Botafogo,América-MG,A,26
12,11/09/22,São Paulo,Corinthians,A,26
13,11/09/22,Coritiba,Atlético-GO,A,26
14,11/09/22,Goiás,Flamengo,A,26
