Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,23/07/22,Cruzeiro,Bahia,B,20
2,23/07/22,Ituano,Chapecoense,B,20
3,24/07/22,Guarani,Brusque,B,20
4,25/07/22,Criciúma,CSA,B,20
5,30/07/22,Goiás,Coritiba,A,20
6,30/07/22,Ceará,Palmeiras,A,20
7,30/07/22,Corinthians,Botafogo,A,20
8,30/07/22,Flamengo,Atlético-GO,A,20
9,31/07/22,Athletico-PR,São Paulo,A,20
10,31/07/22,Internacional,Atlético-MG,A,20
11,31/07/22,Cuiaba,Fortaleza,A,20
12,31/07/22,América-MG,Avai,A,20
13,31/07/22,Bragantino,Juventude,A,20
14,01/08/22,Santos,Fluminense,A,20
