Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/05/22,Londrina,Operário-PR,B,9
2,26/05/22,Ituano,Náutico,B,9
3,28/05/22,Sampaio Corrêa,Guarani,B,9
4,28/05/22,CSA,Novorizontino,B,9
5,04/06/22,América-MG,Cuiaba,A,9
6,04/06/22,Athletico-PR,Santos,A,9
7,04/06/22,Ceará,Coritiba,A,9
8,04/06/22,Avai,São Paulo,A,9
9,04/06/22,Atlético-GO,Corinthians,A,9
10,05/06/22,Juventude,Fluminense,A,9
11,05/06/22,Flamengo,Fortaleza,A,9
12,05/06/22,Palmeiras,Atlético-MG,A,9
13,05/06/22,Bragantino,Internacional,A,9
14,06/06/22,Botafogo,Goiás,A,9
