Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/09/22,Sport,Náutico,B,32
2,29/09/22,Tombense,Novorizontino,B,32
3,01/10/22,Ituano,CRB,B,32
4,01/10/22,Brusque,Criciúma,B,32
5,15/10/22,Flamengo,Atlético-MG,A,32
6,15/10/22,América-MG,Fortaleza,A,32
7,16/10/22,Ceará,Cuiaba,A,32
8,16/10/22,Palmeiras,São Paulo,A,32
9,16/10/22,Juventude,Atlético-GO,A,32
10,16/10/22,Botafogo,Internacional,A,32
11,16/10/22,Avai,Fluminense,A,32
12,16/10/22,Athletico-PR,Coritiba,A,32
13,17/10/22,Bragantino,Santos,A,32
14,29/10/22,Goiás,Corinthians,A,32
