Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,20/09/22,Guarani,Novorizontino,B,31
2,22/09/22,Vila Nova,CRB,B,31
3,23/09/22,Náutico,Sampaio Corrêa,B,31
4,25/09/22,Criciúma,Chapecoense,B,31
5,08/10/22,Cuiaba,Flamengo,A,31
6,08/10/22,Corinthians,Athletico-PR,A,31
7,09/10/22,Internacional,Goiás,A,31
8,09/10/22,São Paulo,Botafogo,A,31
9,09/10/22,Fortaleza,Avai,A,31
10,09/10/22,Coritiba,Bragantino,A,31
11,09/10/22,Atlético-MG,Ceará,A,31
12,09/10/22,Fluminense,América-MG,A,31
13,10/10/22,Atlético-GO,Palmeiras,A,31
14,10/10/22,Santos,Juventude,A,31
