Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,19/07/22,Londrina,Sampaio Corrêa,B,19
2,20/07/22,Ponte Preta,Náutico,B,19
3,20/07/22,Novorizontino,Operário-PR,B,19
4,20/07/22,Chapecoense,Guarani,B,19
5,23/07/22,São Paulo,Goiás,A,19
6,23/07/22,Botafogo,Athletico-PR,A,19
7,24/07/22,Avai,Flamengo,A,19
8,24/07/22,Fluminense,Bragantino,A,19
9,24/07/22,Palmeiras,Internacional,A,19
10,24/07/22,Juventude,Ceará,A,19
11,24/07/22,Atlético-MG,Corinthians,A,19
12,24/07/22,Atlético-GO,América-MG,A,19
13,24/07/22,Fortaleza,Santos,A,19
14,25/07/22,Coritiba,Cuiaba,A,19
