Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,04/10/22,Novorizontino,Bahia,B,33
2,04/10/22,Vila Nova,Criciúma,B,33
3,04/10/22,Brusque,Sport,B,33
4,05/10/22,Cruzeiro,Ituano,B,33
5,22/10/22,Bragantino,Athletico-PR,A,33
6,22/10/22,América-MG,Flamengo,A,33
7,22/10/22,Santos,Corinthians,A,33
8,22/10/22,Palmeiras,Avai,A,33
9,23/10/22,Fluminense,Botafogo,A,33
10,23/10/22,Juventude,São Paulo,A,33
11,23/10/22,Coritiba,Internacional,A,33
12,23/10/22,Atlético-GO,Ceará,A,33
13,23/10/22,Cuiaba,Goiás,A,33
14,24/10/22,Fortaleza,Atlético-MG,A,33
