Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/08/22,Sampaio Corrêa,Bahia,B,23
2,09/08/22,CSA,Brusque,B,23
3,10/08/22,Náutico,CRB,B,23
4,10/08/22,Criciúma,Guarani,B,23
5,20/08/22,Atlético-MG,Goiás,A,23
6,20/08/22,Fluminense,Coritiba,A,23
7,21/08/22,Juventude,Botafogo,A,23
8,21/08/22,Palmeiras,Flamengo,A,23
9,21/08/22,Athletico-PR,América-MG,A,23
10,21/08/22,Atlético-GO,Cuiaba,A,23
11,21/08/22,Fortaleza,Corinthians,A,23
12,21/08/22,Bragantino,Ceará,A,23
13,21/08/22,Santos,São Paulo,A,23
14,22/08/22,Avai,Internacional,A,23
