Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,03/09/22,Novorizontino,CSA,B,28
2,03/09/22,Operário-PR,Londrina,B,28
3,03/09/22,Chapecoense,Ponte Preta,B,28
4,04/09/22,Cruzeiro,Criciúma,B,28
5,25/09/22,São Paulo,Avai,A,28
6,27/09/22,Santos,Athletico-PR,A,28
7,28/09/22,Coritiba,Ceará,A,28
8,28/09/22,Corinthians,Atlético-GO,A,28
9,28/09/22,Fluminense,Juventude,A,28
10,28/09/22,Fortaleza,Flamengo,A,28
11,28/09/22,Cuiaba,América-MG,A,28
12,28/09/22,Internacional,Bragantino,A,28
13,28/09/22,Atlético-MG,Palmeiras,A,28
14,28/09/22,Goiás,Botafogo,A,28
