Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/10/22,Chapecoense,Tombense,B,36
2,21/10/22,CRB,Operário-PR,B,36
3,22/10/22,Londrina,Sport,B,36
4,23/10/22,Náutico,Grêmio,B,36
5,05/11/22,Santos,Avai,A,36
6,05/11/22,Fluminense,São Paulo,A,36
7,05/11/22,Bragantino,América-MG,A,36
8,05/11/22,Goiás,Juventude,A,36
9,05/11/22,Corinthians,Ceará,A,36
10,05/11/22,Internacional,Athletico-PR,A,36
11,06/11/22,Fortaleza,Atlético-GO,A,36
12,06/11/22,Coritiba,Flamengo,A,36
13,06/11/22,Cuiaba,Palmeiras,A,36
14,07/11/22,Atlético-MG,Botafogo,A,36
