Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,28/07/22,Vasco,CRB,B,21
2,28/07/22,Sport,Guarani,B,21
3,29/07/22,Bahia,Náutico,B,21
4,30/07/22,Novorizontino,Vila Nova,B,21
5,06/08/22,Juventude,América-MG,A,21
6,06/08/22,Botafogo,Ceará,A,21
7,06/08/22,Avai,Corinthians,A,21
8,06/08/22,Atlético-GO,Bragantino,A,21
9,06/08/22,São Paulo,Flamengo,A,21
10,07/08/22,Fluminense,Cuiaba,A,21
11,07/08/22,Palmeiras,Goiás,A,21
12,07/08/22,Fortaleza,Internacional,A,21
13,07/08/22,Atlético-MG,Athletico-PR,A,21
14,08/08/22,Coritiba,Santos,A,21
