Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,25/10/22,Brusque,CRB,B,37
2,25/10/22,CSA,Vila Nova,B,37
3,28/10/22,Bahia,Guarani,B,37
4,29/10/22,Chapecoense,Náutico,B,37
5,08/11/22,São Paulo,Internacional,A,37
6,09/11/22,Coritiba,Corinthians,A,37
7,09/11/22,Fluminense,Goiás,A,37
8,09/11/22,Avai,Ceará,A,37
9,09/11/22,Fortaleza,Bragantino,A,37
10,09/11/22,Juventude,Flamengo,A,37
11,09/11/22,Palmeiras,América-MG,A,37
12,09/11/22,Atlético-GO,Athletico-PR,A,37
13,10/11/22,Botafogo,Santos,A,37
14,10/11/22,Atlético-MG,Cuiaba,A,37
