Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,07/06/22,CSA,Chapecoense,B,11
2,07/06/22,Náutico,Vasco,B,11
3,07/06/22,Grêmio,Novorizontino,B,11
4,08/06/22,Cruzeiro,CRB,B,11
5,11/06/22,Corinthians,Juventude,A,11
6,11/06/22,Atlético-MG,Santos,A,11
7,11/06/22,Fluminense,Atlético-GO,A,11
8,11/06/22,Cuiaba,Bragantino,A,11
9,11/06/22,Internacional,Flamengo,A,11
10,12/06/22,Goiás,Ceará,A,11
11,12/06/22,São Paulo,América-MG,A,11
12,12/06/22,Coritiba,Palmeiras,A,11
13,12/06/22,Fortaleza,Athletico-PR,A,11
14,13/06/22,Botafogo,Avai,A,11
