Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,21/06/22,Chapecoense,CRB,B,14
2,24/06/22,Internacional,Coritiba,A,14
3,24/06/22,Vasco,Operário-PR,B,14
4,25/06/22,Athletico-PR,Bragantino,A,14
5,25/06/22,Flamengo,América-MG,A,14
6,25/06/22,Corinthians,Santos,A,14
7,25/06/22,Atlético-MG,Fortaleza,A,14
8,25/06/22,Criciúma,Vila Nova,B,14
9,26/06/22,Avai,Palmeiras,A,14
10,26/06/22,Botafogo,Fluminense,A,14
11,26/06/22,Goiás,Cuiaba,A,14
12,26/06/22,Ceará,Atlético-GO,A,14
13,26/06/22,São Paulo,Juventude,A,14
14,05/07/22,Ituano,Cruzeiro,B,14
