Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/04/22,Cruzeiro,Brusque,B,2
2,12/04/22,Vila Nova,Novorizontino,B,2
3,15/04/22,Náutico,Bahia,B,2
4,16/04/22,Goiás,Palmeiras,A,2
5,16/04/22,América-MG,Juventude,A,2
6,16/04/22,Corinthians,Avai,A,2
7,16/04/22,Cuiaba,Fluminense,A,2
8,16/04/22,Operário-PR,Ponte Preta,B,2
9,17/04/22,Santos,Coritiba,A,2
10,17/04/22,Flamengo,São Paulo,A,2
11,17/04/22,Athletico-PR,Atlético-MG,A,2
12,17/04/22,Internacional,Fortaleza,A,2
13,17/04/22,Bragantino,Atlético-GO,A,2
14,17/04/22,Ceará,Botafogo,A,2
