Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,12/09/22,Sport,Bahia,B,30
2,13/09/22,Operário-PR,Guarani,B,30
3,13/09/22,Ponte Preta,Ituano,B,30
4,16/09/22,Vasco,Náutico,B,30
5,04/10/22,Juventude,Corinthians,A,30
6,05/10/22,Atlético-GO,Fluminense,A,30
7,05/10/22,Ceará,Goiás,A,30
8,05/10/22,Bragantino,Cuiaba,A,30
9,05/10/22,Athletico-PR,Fortaleza,A,30
10,05/10/22,Flamengo,Internacional,A,30
11,05/10/22,Santos,Atlético-MG,A,30
12,06/10/22,Palmeiras,Coritiba,A,30
13,06/10/22,América-MG,São Paulo,A,30
14,06/10/22,Avai,Botafogo,A,30
