Jogo,Data,Time da Casa,Time Visitante,Serie,Rodada
1,09/06/07,Palmeiras,Botafogo,A,5
2,09/06/07,Nautico,Paraná,A,5
3,09/06/07,Vasco,Grêmio,A,5
4,10/06/07,Figueirense,Flamengo,A,5
5,10/06/07,Fluminense,Sport,A,5
6,10/06/07,America-RN,Corinthians,A,5
7,10/06/07,Athletico-PR,Goiás,A,5
8,10/06/07,São Paulo,Atlético-MG,A,5
9,10/06/07,Internacional,Santos,A,5
10,10/06/07,Cruzeiro,Juventude,A,5
11,14/06/07,Santa Cruz,São Caetano,B,6
12,03/07/07,Grêmio Barueri,EC Vitória,B,10
13,31/08/07,Gama,São Caetano,B,22
14,03/11/07,Santa Cruz,Avaí,B,34
